# Source VNA	Temp 100.0 mK	PDUT -83.0 dBm
# BW 1000 Hz	Points 20001
# LER1942
# PVNA -40 dB	RTAtt -1.0 dB	OutAtt -42 dB
# LNA 35 dB	RTA None dB
# Rigol 	ch 3	0.027 W	2.08 V	0.013 A
# BBCON not used
#
        Freq(Hz)	          I(S21)	          Q(S21)
1.942446700e+09	8.398155351e-02	2.206235854e-01
1.942446850e+09	8.363746747e-02	2.208919694e-01
1.942447000e+09	8.332986308e-02	2.201072733e-01
1.942447150e+09	8.460648764e-02	2.196959655e-01
1.942447300e+09	8.377647074e-02	2.195522948e-01
1.942447450e+09	8.356777762e-02	2.213813586e-01
1.942447600e+09	8.496862483e-02	2.200751768e-01
1.942447750e+09	8.356960201e-02	2.190796630e-01
1.942447900e+09	8.461052719e-02	2.201169925e-01
1.942448050e+09	8.426903446e-02	2.201615521e-01
1.942448200e+09	8.508355403e-02	2.206036657e-01
1.942448350e+09	8.689065668e-02	2.200030826e-01
1.942448500e+09	8.583280400e-02	2.190635252e-01
1.942448650e+09	8.342202592e-02	2.186544453e-01
1.942448800e+09	8.250778657e-02	2.210853837e-01
1.942448950e+09	8.468985070e-02	2.197401347e-01
1.942449100e+09	8.476783953e-02	2.199629036e-01
1.942449250e+09	8.417541780e-02	2.186312145e-01
1.942449400e+09	8.461827542e-02	2.195668005e-01
1.942449550e+09	8.423120755e-02	2.207548186e-01
1.942449700e+09	8.687013586e-02	2.176831551e-01
1.942449850e+09	8.534974397e-02	2.200359947e-01
1.942450000e+09	8.426657858e-02	2.201427675e-01
1.942450150e+09	8.592795886e-02	2.189942475e-01
1.942450300e+09	8.400881632e-02	2.184719206e-01
1.942450450e+09	8.471873967e-02	2.186604210e-01
1.942450600e+09	8.629324811e-02	2.191542491e-01
1.942450750e+09	8.542097961e-02	2.183368016e-01
1.942450900e+09	8.690144091e-02	2.191285359e-01
1.942451050e+09	8.314373599e-02	2.197044788e-01
1.942451200e+09	8.454187570e-02	2.207989281e-01
1.942451350e+09	8.515023440e-02	2.195598679e-01
1.942451500e+09	8.484410913e-02	2.201575590e-01
1.942451650e+09	8.555151729e-02	2.194067683e-01
1.942451800e+09	8.583257290e-02	2.197371961e-01
1.942451950e+09	8.475505567e-02	2.183676957e-01
1.942452100e+09	8.456897864e-02	2.204435963e-01
1.942452250e+09	8.579910907e-02	2.204673337e-01
1.942452400e+09	8.584634496e-02	2.200164030e-01
1.942452550e+09	8.559538834e-02	2.206878362e-01
1.942452700e+09	8.497224292e-02	2.223974550e-01
1.942452850e+09	8.457400955e-02	2.187461033e-01
1.942453000e+09	8.561925350e-02	2.187679732e-01
1.942453150e+09	8.540103542e-02	2.188249531e-01
1.942453300e+09	8.482798042e-02	2.211026141e-01
1.942453450e+09	8.571202453e-02	2.206997533e-01
1.942453600e+09	8.634079823e-02	2.185195720e-01
1.942453750e+09	8.612632546e-02	2.195473819e-01
1.942453900e+09	8.604159406e-02	2.201779479e-01
1.942454050e+09	8.526261148e-02	2.205254558e-01
1.942454200e+09	8.490294369e-02	2.205147779e-01
1.942454350e+09	8.440964121e-02	2.203921892e-01
1.942454500e+09	8.790868327e-02	2.194298630e-01
1.942454650e+09	8.434186840e-02	2.187734510e-01
1.942454800e+09	8.596220732e-02	2.192653474e-01
1.942454950e+09	8.634689327e-02	2.196728349e-01
1.942455100e+09	8.606203491e-02	2.196787980e-01
1.942455250e+09	8.587032297e-02	2.189486988e-01
1.942455400e+09	8.552802240e-02	2.206803406e-01
1.942455550e+09	8.555951530e-02	2.201130596e-01
1.942455700e+09	8.423156676e-02	2.204793557e-01
1.942455850e+09	8.776586387e-02	2.196925582e-01
1.942456000e+09	8.472354266e-02	2.189412010e-01
1.942456150e+09	8.566165402e-02	2.195291261e-01
1.942456300e+09	8.687572474e-02	2.179637790e-01
1.942456450e+09	8.391193308e-02	2.203876263e-01
1.942456600e+09	8.481656381e-02	2.198482702e-01
1.942456750e+09	8.674197338e-02	2.198744306e-01
1.942456900e+09	8.553402834e-02	2.199788993e-01
1.942457050e+09	8.659624542e-02	2.191849409e-01
1.942457200e+09	8.462955926e-02	2.196553495e-01
1.942457350e+09	8.553714381e-02	2.197954997e-01
1.942457500e+09	8.618215237e-02	2.205097661e-01
1.942457650e+09	8.596514759e-02	2.194126965e-01
1.942457800e+09	8.603460235e-02	2.203545856e-01
1.942457950e+09	8.481413229e-02	2.195261337e-01
1.942458100e+09	8.852639106e-02	2.212190106e-01
1.942458250e+09	8.673450556e-02	2.190325495e-01
1.942458400e+09	8.564546206e-02	2.188655157e-01
1.942458550e+09	8.780340268e-02	2.207871736e-01
1.942458700e+09	8.460844275e-02	2.190967604e-01
1.942458850e+09	8.596766444e-02	2.199702199e-01
1.942459000e+09	8.681437592e-02	2.210037062e-01
1.942459150e+09	8.739473141e-02	2.188273881e-01
1.942459300e+09	8.612757962e-02	2.196290123e-01
1.942459450e+09	8.715536498e-02	2.195145403e-01
1.942459600e+09	8.599515710e-02	2.196734321e-01
1.942459750e+09	8.538662857e-02	2.204714341e-01
1.942459900e+09	8.586949213e-02	2.198830723e-01
1.942460050e+09	8.565130295e-02	2.210170112e-01
1.942460200e+09	8.681286575e-02	2.205742227e-01
1.942460350e+09	8.678654010e-02	2.193677283e-01
1.942460500e+09	8.652169425e-02	2.196897457e-01
1.942460650e+09	8.458662408e-02	2.207545393e-01
1.942460800e+09	8.666101085e-02	2.210681295e-01
1.942460950e+09	8.734854053e-02	2.214288019e-01
1.942461100e+09	8.744537879e-02	2.206396043e-01
1.942461250e+09	8.867393429e-02	2.186412936e-01
1.942461400e+09	8.702376830e-02	2.201403418e-01
1.942461550e+09	8.686334673e-02	2.180406129e-01
1.942461700e+09	8.722469465e-02	2.187405720e-01
1.942461850e+09	8.813098742e-02	2.193471398e-01
1.942462000e+09	8.561017423e-02	2.204743651e-01
1.942462150e+09	8.560754320e-02	2.202372196e-01
1.942462300e+09	8.544883972e-02	2.203998458e-01
1.942462450e+09	8.866213065e-02	2.196301524e-01
1.942462600e+09	8.642827779e-02	2.192865308e-01
1.942462750e+09	8.689833263e-02	2.179052284e-01
1.942462900e+09	8.788891888e-02	2.176332736e-01
1.942463050e+09	8.843397773e-02	2.193727749e-01
1.942463200e+09	8.655623151e-02	2.188091041e-01
1.942463350e+09	8.713199653e-02	2.191155383e-01
1.942463500e+09	8.794279487e-02	2.180413452e-01
1.942463650e+09	8.736703638e-02	2.208963520e-01
1.942463800e+09	8.655094993e-02	2.191828354e-01
1.942463950e+09	8.637546268e-02	2.183978689e-01
1.942464100e+09	8.616497164e-02	2.193298226e-01
1.942464250e+09	8.621820729e-02	2.193626323e-01
1.942464400e+09	8.767031556e-02	2.179232265e-01
1.942464550e+09	8.783867841e-02	2.202372121e-01
1.942464700e+09	8.648567630e-02	2.186847885e-01
1.942464850e+09	8.929770713e-02	2.182613024e-01
1.942465000e+09	8.705326196e-02	2.191871211e-01
1.942465150e+09	8.558787054e-02	2.202174178e-01
1.942465300e+09	8.900996900e-02	2.197276787e-01
1.942465450e+09	8.753819271e-02	2.199617186e-01
1.942465600e+09	8.816331059e-02	2.178634456e-01
1.942465750e+09	8.942753504e-02	2.200153726e-01
1.942465900e+09	8.558589068e-02	2.183774697e-01
1.942466050e+09	8.753891790e-02	2.187542842e-01
1.942466200e+09	8.916938115e-02	2.215190647e-01
1.942466350e+09	8.725690489e-02	2.179770170e-01
1.942466500e+09	8.731388114e-02	2.188486160e-01
1.942466650e+09	8.657621455e-02	2.183303958e-01
1.942466800e+09	8.841827890e-02	2.180164928e-01
1.942466950e+09	8.738146391e-02	2.204196544e-01
1.942467100e+09	8.687355593e-02	2.200804789e-01
1.942467250e+09	8.624621277e-02	2.194171201e-01
1.942467400e+09	8.673011074e-02	2.203261391e-01
1.942467550e+09	8.936332768e-02	2.202250017e-01
1.942467700e+09	8.940216788e-02	2.198009760e-01
1.942467850e+09	8.750345357e-02	2.180751246e-01
1.942468000e+09	8.894358665e-02	2.189041758e-01
1.942468150e+09	8.674601934e-02	2.189638316e-01
1.942468300e+09	8.735151459e-02	2.187429916e-01
1.942468450e+09	8.770601239e-02	2.170671861e-01
1.942468600e+09	8.675280955e-02	2.174202221e-01
1.942468750e+09	8.819315493e-02	2.174486613e-01
1.942468900e+09	8.796867987e-02	2.182789365e-01
1.942469050e+09	8.875384422e-02	2.188074100e-01
1.942469200e+09	8.810609017e-02	2.205277179e-01
1.942469350e+09	8.661105050e-02	2.195373852e-01
1.942469500e+09	8.824967602e-02	2.185051724e-01
1.942469650e+09	8.939549018e-02	2.191597396e-01
1.942469800e+09	8.679638694e-02	2.191405119e-01
1.942469950e+09	8.974504049e-02	2.177765050e-01
1.942470100e+09	8.871197097e-02	2.199972223e-01
1.942470250e+09	8.742638672e-02	2.199898327e-01
1.942470400e+09	8.816299795e-02	2.178030417e-01
1.942470550e+09	8.978131563e-02	2.193914643e-01
1.942470700e+09	8.621424279e-02	2.205943053e-01
1.942470850e+09	8.788240610e-02	2.210570671e-01
1.942471000e+09	8.823307482e-02	2.192032411e-01
1.942471150e+09	8.834217149e-02	2.190517794e-01
1.942471300e+09	8.827018077e-02	2.187390759e-01
1.942471450e+09	8.856773681e-02	2.195323611e-01
1.942471600e+09	8.779511252e-02	2.196557782e-01
1.942471750e+09	8.853777014e-02	2.191410860e-01
1.942471900e+09	8.889405087e-02	2.196605725e-01
1.942472050e+09	8.981310042e-02	2.198950030e-01
1.942472200e+09	8.989713915e-02	2.190866356e-01
1.942472350e+09	8.781531976e-02	2.189305613e-01
1.942472500e+09	8.674158026e-02	2.188377661e-01
1.942472650e+09	8.725911326e-02	2.189633896e-01
1.942472800e+09	8.837585364e-02	2.211348052e-01
1.942472950e+09	8.674378645e-02	2.204704172e-01
1.942473100e+09	9.121371066e-02	2.190884890e-01
1.942473250e+09	8.817642649e-02	2.175834649e-01
1.942473400e+09	8.960098589e-02	2.175101484e-01
1.942473550e+09	8.903677416e-02	2.172801281e-01
1.942473700e+09	9.084287455e-02	2.199836464e-01
1.942473850e+09	8.738316425e-02	2.181748626e-01
1.942474000e+09	8.996486837e-02	2.196656148e-01
1.942474150e+09	8.996556044e-02	2.188104137e-01
1.942474300e+09	9.006661053e-02	2.193825152e-01
1.942474450e+09	9.161352340e-02	2.204275727e-01
1.942474600e+09	8.815591975e-02	2.177219287e-01
1.942474750e+09	8.902422938e-02	2.194298131e-01
1.942474900e+09	8.916987558e-02	2.203692149e-01
1.942475050e+09	8.768334079e-02	2.208275149e-01
1.942475200e+09	8.992553525e-02	2.194827976e-01
1.942475350e+09	8.942348447e-02	2.210207341e-01
1.942475500e+09	9.001547173e-02	2.207012389e-01
1.942475650e+09	8.938837566e-02	2.164760790e-01
1.942475800e+09	9.013971249e-02	2.175849695e-01
1.942475950e+09	8.885367942e-02	2.184614925e-01
1.942476100e+09	8.975518776e-02	2.199292785e-01
1.942476250e+09	8.949906843e-02	2.184794528e-01
1.942476400e+09	8.956058601e-02	2.195584709e-01
1.942476550e+09	9.044463216e-02	2.206779354e-01
1.942476700e+09	8.946107009e-02	2.187616345e-01
1.942476850e+09	8.976827587e-02	2.179790862e-01
1.942477000e+09	8.944442884e-02	2.191121744e-01
1.942477150e+09	8.978999490e-02	2.195634113e-01
1.942477300e+09	9.032955496e-02	2.177410735e-01
1.942477450e+09	8.951859157e-02	2.185559963e-01
1.942477600e+09	8.989550742e-02	2.186172601e-01
1.942477750e+09	9.024277583e-02	2.195751038e-01
1.942477900e+09	9.017608642e-02	2.204973576e-01
1.942478050e+09	8.910552081e-02	2.194076024e-01
1.942478200e+09	8.866377565e-02	2.185144822e-01
1.942478350e+09	8.981734754e-02	2.195793056e-01
1.942478500e+09	8.907650709e-02	2.183032966e-01
1.942478650e+09	9.054528983e-02	2.184266766e-01
1.942478800e+09	9.040191716e-02	2.198437135e-01
1.942478950e+09	8.886447035e-02	2.193220683e-01
1.942479100e+09	9.006729338e-02	2.185169446e-01
1.942479250e+09	9.071034990e-02	2.181594541e-01
1.942479400e+09	9.100648712e-02	2.205269049e-01
1.942479550e+09	9.091254459e-02	2.198930773e-01
1.942479700e+09	9.047066076e-02	2.188946902e-01
1.942479850e+09	8.847585866e-02	2.185614536e-01
1.942480000e+09	9.185977618e-02	2.172593162e-01
1.942480150e+09	9.120459670e-02	2.192498660e-01
1.942480300e+09	8.947848903e-02	2.197531869e-01
1.942480450e+09	9.119679390e-02	2.164319915e-01
1.942480600e+09	8.994522446e-02	2.175859642e-01
1.942480750e+09	8.944390635e-02	2.185181365e-01
1.942480900e+09	8.983907968e-02	2.184498281e-01
1.942481050e+09	9.098916879e-02	2.205742091e-01
1.942481200e+09	8.955755950e-02	2.194106924e-01
1.942481350e+09	9.008527535e-02	2.193179028e-01
1.942481500e+09	9.041338458e-02	2.175868434e-01
1.942481650e+09	9.123137460e-02	2.186007738e-01
1.942481800e+09	9.072503581e-02	2.196528614e-01
1.942481950e+09	8.953548644e-02	2.192327634e-01
1.942482100e+09	9.078291589e-02	2.179657934e-01
1.942482250e+09	9.087260943e-02	2.188861343e-01
1.942482400e+09	8.899066208e-02	2.200985824e-01
1.942482550e+09	9.057566789e-02	2.184687457e-01
1.942482700e+09	9.122877431e-02	2.179216155e-01
1.942482850e+09	8.986994693e-02	2.190725911e-01
1.942483000e+09	8.901860587e-02	2.194598391e-01
1.942483150e+09	9.112096052e-02	2.173182984e-01
1.942483300e+09	8.983508140e-02	2.173048263e-01
1.942483450e+09	9.250470149e-02	2.202047140e-01
1.942483600e+09	8.996128674e-02	2.184989808e-01
1.942483750e+09	9.149154210e-02	2.191498901e-01
1.942483900e+09	9.048237079e-02	2.173643917e-01
1.942484050e+09	9.103940117e-02	2.194371861e-01
1.942484200e+09	9.022000030e-02	2.176702474e-01
1.942484350e+09	9.061982261e-02	2.175291609e-01
1.942484500e+09	8.993719940e-02	2.187580824e-01
1.942484650e+09	9.134069081e-02	2.195613079e-01
1.942484800e+09	9.272463649e-02	2.189250756e-01
1.942484950e+09	8.991038815e-02	2.188980870e-01
1.942485100e+09	9.217520185e-02	2.181338709e-01
1.942485250e+09	9.132849726e-02	2.190023944e-01
1.942485400e+09	9.070689237e-02	2.181046154e-01
1.942485550e+09	9.119771283e-02	2.194589645e-01
1.942485700e+09	9.145916986e-02	2.180593687e-01
1.942485850e+09	9.145984632e-02	2.199087207e-01
1.942486000e+09	8.931982628e-02	2.187022647e-01
1.942486150e+09	9.160106117e-02	2.200064267e-01
1.942486300e+09	9.080737646e-02	2.173462595e-01
1.942486450e+09	9.119763306e-02	2.175204021e-01
1.942486600e+09	9.222871824e-02	2.166092502e-01
1.942486750e+09	9.065513053e-02	2.181950411e-01
1.942486900e+09	9.138602272e-02	2.183118238e-01
1.942487050e+09	9.106963204e-02	2.183379851e-01
1.942487200e+09	9.182092285e-02	2.201229688e-01
1.942487350e+09	9.085909165e-02	2.184656721e-01
1.942487500e+09	9.117697868e-02	2.185800348e-01
1.942487650e+09	9.097306956e-02	2.173611520e-01
1.942487800e+09	9.190688957e-02	2.185274272e-01
1.942487950e+09	8.979897438e-02	2.184432603e-01
1.942488100e+09	9.130563043e-02	2.184125394e-01
1.942488250e+09	9.167019949e-02	2.193619291e-01
1.942488400e+09	9.023045996e-02	2.184768812e-01
1.942488550e+09	9.092913819e-02	2.175127643e-01
1.942488700e+09	9.198137249e-02	2.190810782e-01
1.942488850e+09	9.107215247e-02	2.195147841e-01
1.942489000e+09	9.189298783e-02	2.185614080e-01
1.942489150e+09	9.116918285e-02	2.174867569e-01
1.942489300e+09	9.048170263e-02	2.180933272e-01
1.942489450e+09	9.254209151e-02	2.190690743e-01
1.942489600e+09	9.125204021e-02	2.180614690e-01
1.942489750e+09	9.156370722e-02	2.187961308e-01
1.942489900e+09	9.330717407e-02	2.174145132e-01
1.942490050e+09	9.170844310e-02	2.186723947e-01
1.942490200e+09	9.305611231e-02	2.187396867e-01
1.942490350e+09	9.059939268e-02	2.179481580e-01
1.942490500e+09	9.103680857e-02	2.182612092e-01
1.942490650e+09	9.152944193e-02	2.190893625e-01
1.942490800e+09	9.146760207e-02	2.176112890e-01
1.942490950e+09	9.186086358e-02	2.175112040e-01
1.942491100e+09	9.185605838e-02	2.158703220e-01
1.942491250e+09	9.240692094e-02	2.195137597e-01
1.942491400e+09	9.236416950e-02	2.194413099e-01
1.942491550e+09	9.347528233e-02	2.179698059e-01
1.942491700e+09	9.298207871e-02	2.188319785e-01
1.942491850e+09	9.354902441e-02	2.191192388e-01
1.942492000e+09	9.254357022e-02	2.170999362e-01
1.942492150e+09	9.212059915e-02	2.180516737e-01
1.942492300e+09	9.296885474e-02	2.174604008e-01
1.942492450e+09	9.151622353e-02	2.161057324e-01
1.942492600e+09	9.191383234e-02	2.171538297e-01
1.942492750e+09	9.193499071e-02	2.185378609e-01
1.942492900e+09	9.200562858e-02	2.176734207e-01
1.942493050e+09	9.349303028e-02	2.173896602e-01
1.942493200e+09	9.188456200e-02	2.185022214e-01
1.942493350e+09	9.235691036e-02	2.186662145e-01
1.942493500e+09	9.277986973e-02	2.181488076e-01
1.942493650e+09	9.145751705e-02	2.189998517e-01
1.942493800e+09	9.231460532e-02	2.196165891e-01
1.942493950e+09	9.340132763e-02	2.164652438e-01
1.942494100e+09	9.324064664e-02	2.163344010e-01
1.942494250e+09	9.216616393e-02	2.179953231e-01
1.942494400e+09	9.266217282e-02	2.166979694e-01
1.942494550e+09	9.217910235e-02	2.182717571e-01
1.942494700e+09	9.120595564e-02	2.175910580e-01
1.942494850e+09	9.279174115e-02	2.178102005e-01
1.942495000e+09	9.188651168e-02	2.184416212e-01
1.942495150e+09	9.382244987e-02	2.188290726e-01
1.942495300e+09	9.284853660e-02	2.190155146e-01
1.942495450e+09	9.257728965e-02	2.166633655e-01
1.942495600e+09	9.342156998e-02	2.174249294e-01
1.942495750e+09	9.173545472e-02	2.184587195e-01
1.942495900e+09	9.138874494e-02	2.179806933e-01
1.942496050e+09	9.261721480e-02	2.179072003e-01
1.942496200e+09	9.301261923e-02	2.164646690e-01
1.942496350e+09	9.330198541e-02	2.187030219e-01
1.942496500e+09	9.307784287e-02	2.167082961e-01
1.942496650e+09	9.257074765e-02	2.192618698e-01
1.942496800e+09	9.393601670e-02	2.203604031e-01
1.942496950e+09	9.274038925e-02	2.186042340e-01
1.942497100e+09	9.262336766e-02	2.189335628e-01
1.942497250e+09	9.437691942e-02	2.185678816e-01
1.942497400e+09	9.237995877e-02	2.175241789e-01
1.942497550e+09	9.402061942e-02	2.193059156e-01
1.942497700e+09	9.084471645e-02	2.184951371e-01
1.942497850e+09	9.209008802e-02	2.184568263e-01
1.942498000e+09	9.363838375e-02	2.185951328e-01
1.942498150e+09	9.317517151e-02	2.182199004e-01
1.942498300e+09	9.250714126e-02	2.180950647e-01
1.942498450e+09	9.562614933e-02	2.177854714e-01
1.942498600e+09	9.272953667e-02	2.175381372e-01
1.942498750e+09	9.260367517e-02	2.167785225e-01
1.942498900e+09	9.435842491e-02	2.182432298e-01
1.942499050e+09	9.268216426e-02	2.180928736e-01
1.942499200e+09	9.427895273e-02	2.182215880e-01
1.942499350e+09	9.409939496e-02	2.161628170e-01
1.942499500e+09	9.589816252e-02	2.180358826e-01
1.942499650e+09	9.398442825e-02	2.194285474e-01
1.942499800e+09	9.330518776e-02	2.165182794e-01
1.942499950e+09	9.277870681e-02	2.160462604e-01
1.942500100e+09	9.376218901e-02	2.167850801e-01
1.942500250e+09	9.256750505e-02	2.169798211e-01
1.942500400e+09	9.420514200e-02	2.179783135e-01
1.942500550e+09	9.307563781e-02	2.183197530e-01
1.942500700e+09	9.348364967e-02	2.173177014e-01
1.942500850e+09	9.333844601e-02	2.169940933e-01
1.942501000e+09	9.509695614e-02	2.186730513e-01
1.942501150e+09	9.300229661e-02	2.181891536e-01
1.942501300e+09	9.380415455e-02	2.183299388e-01
1.942501450e+09	9.328105615e-02	2.158116222e-01
1.942501600e+09	9.373283499e-02	2.185677645e-01
1.942501750e+09	9.199161092e-02	2.179771708e-01
1.942501900e+09	9.307997984e-02	2.193074139e-01
1.942502050e+09	9.363385043e-02	2.172893643e-01
1.942502200e+09	9.386969033e-02	2.186219395e-01
1.942502350e+09	9.331362285e-02	2.202793832e-01
1.942502500e+09	9.569069836e-02	2.169210515e-01
1.942502650e+09	9.378440684e-02	2.187505632e-01
1.942502800e+09	9.474669176e-02	2.176044603e-01
1.942502950e+09	9.232036993e-02	2.185356019e-01
1.942503100e+09	9.414270026e-02	2.171470318e-01
1.942503250e+09	9.371407162e-02	2.182408462e-01
1.942503400e+09	9.413635221e-02	2.182458749e-01
1.942503550e+09	9.431906950e-02	2.168005574e-01
1.942503700e+09	9.198562791e-02	2.185066398e-01
1.942503850e+09	9.566727368e-02	2.172960521e-01
1.942504000e+09	9.318080004e-02	2.187278398e-01
1.942504150e+09	9.387242942e-02	2.184839677e-01
1.942504300e+09	9.524281568e-02	2.169330358e-01
1.942504450e+09	9.468920062e-02	2.184806678e-01
1.942504600e+09	9.434420900e-02	2.172309677e-01
1.942504750e+09	9.365463463e-02	2.180556339e-01
1.942504900e+09	9.314212746e-02	2.194424064e-01
1.942505050e+09	9.341717635e-02	2.179148271e-01
1.942505200e+09	9.667208211e-02	2.192702745e-01
1.942505350e+09	9.405636920e-02	2.179766218e-01
1.942505500e+09	9.434042702e-02	2.181077762e-01
1.942505650e+09	9.455524821e-02	2.182769710e-01
1.942505800e+09	9.543386333e-02	2.185290805e-01
1.942505950e+09	9.367740768e-02	2.178924111e-01
1.942506100e+09	9.487205386e-02	2.182016619e-01
1.942506250e+09	9.615656155e-02	2.180754318e-01
1.942506400e+09	9.512617518e-02	2.173552094e-01
1.942506550e+09	9.661959501e-02	2.190558306e-01
1.942506700e+09	9.339811686e-02	2.163834881e-01
1.942506850e+09	9.425551770e-02	2.171472361e-01
1.942507000e+09	9.459206035e-02	2.176937280e-01
1.942507150e+09	9.358543550e-02	2.169697857e-01
1.942507300e+09	9.559850781e-02	2.177790313e-01
1.942507450e+09	9.431971105e-02	2.176551478e-01
1.942507600e+09	9.230202215e-02	2.174938154e-01
1.942507750e+09	9.342742735e-02	2.179008036e-01
1.942507900e+09	9.392587393e-02	2.168054835e-01
1.942508050e+09	9.394770780e-02	2.182074228e-01
1.942508200e+09	9.433438793e-02	2.178909375e-01
1.942508350e+09	9.557903703e-02	2.179725972e-01
1.942508500e+09	9.544359486e-02	2.161994540e-01
1.942508650e+09	9.529320381e-02	2.148866828e-01
1.942508800e+09	9.592086956e-02	2.174820924e-01
1.942508950e+09	9.372512655e-02	2.172009951e-01
1.942509100e+09	9.454803668e-02	2.192726107e-01
1.942509250e+09	9.616011749e-02	2.173654995e-01
1.942509400e+09	9.651860071e-02	2.178533732e-01
1.942509550e+09	9.451162396e-02	2.162398239e-01
1.942509700e+09	9.652659771e-02	2.180080866e-01
1.942509850e+09	9.553042763e-02	2.195248314e-01
1.942510000e+09	9.632621393e-02	2.170954327e-01
1.942510150e+09	9.383712153e-02	2.177116741e-01
1.942510300e+09	9.405887465e-02	2.183300892e-01
1.942510450e+09	9.679676365e-02	2.171220054e-01
1.942510600e+09	9.365024610e-02	2.172095495e-01
1.942510750e+09	9.608875310e-02	2.167637460e-01
1.942510900e+09	9.465116784e-02	2.168451044e-01
1.942511050e+09	9.495190429e-02	2.183139290e-01
1.942511200e+09	9.469984422e-02	2.184810212e-01
1.942511350e+09	9.417981116e-02	2.176176409e-01
1.942511500e+09	9.450874221e-02	2.181828708e-01
1.942511650e+09	9.679916133e-02	2.174219184e-01
1.942511800e+09	9.353299444e-02	2.174568106e-01
1.942511950e+09	9.623860723e-02	2.168028669e-01
1.942512100e+09	9.667975837e-02	2.172910359e-01
1.942512250e+09	9.510201244e-02	2.169896801e-01
1.942512400e+09	9.560958119e-02	2.171666791e-01
1.942512550e+09	9.577892840e-02	2.169927320e-01
1.942512700e+09	9.372702764e-02	2.197289259e-01
1.942512850e+09	9.499605543e-02	2.161578149e-01
1.942513000e+09	9.574143394e-02	2.173438005e-01
1.942513150e+09	9.526529070e-02	2.179151472e-01
1.942513300e+09	9.526237326e-02	2.175425053e-01
1.942513450e+09	9.533836663e-02	2.165969544e-01
1.942513600e+09	9.701429833e-02	2.175410766e-01
1.942513750e+09	9.679015020e-02	2.169998989e-01
1.942513900e+09	9.459058616e-02	2.179358163e-01
1.942514050e+09	9.678060195e-02	2.180341264e-01
1.942514200e+09	9.613919335e-02	2.169634652e-01
1.942514350e+09	9.603134657e-02	2.198330172e-01
1.942514500e+09	9.524899485e-02	2.179391820e-01
1.942514650e+09	9.581870057e-02	2.162873151e-01
1.942514800e+09	9.606966449e-02	2.169780443e-01
1.942514950e+09	9.731322800e-02	2.169678186e-01
1.942515100e+09	9.544477522e-02	2.177014138e-01
1.942515250e+09	9.621023278e-02	2.159477205e-01
1.942515400e+09	9.500982585e-02	2.163583611e-01
1.942515550e+09	9.519554138e-02	2.175344426e-01
1.942515700e+09	9.549719108e-02	2.166945052e-01
1.942515850e+09	9.683347053e-02	2.183392974e-01
1.942516000e+09	9.527816433e-02	2.181571541e-01
1.942516150e+09	9.628487752e-02	2.188216660e-01
1.942516300e+09	9.573268961e-02	2.154607399e-01
1.942516450e+09	9.600981747e-02	2.159896526e-01
1.942516600e+09	9.433009004e-02	2.180539107e-01
1.942516750e+09	9.615191187e-02	2.160365890e-01
1.942516900e+09	9.566392602e-02	2.175578159e-01
1.942517050e+09	9.599385781e-02	2.174909517e-01
1.942517200e+09	9.437601749e-02	2.182282426e-01
1.942517350e+09	9.652160872e-02	2.172523627e-01
1.942517500e+09	9.450503398e-02	2.152879743e-01
1.942517650e+09	9.893431328e-02	2.170571430e-01
1.942517800e+09	9.477069664e-02	2.156729207e-01
1.942517950e+09	9.801609913e-02	2.165623609e-01
1.942518100e+09	9.688031568e-02	2.161324742e-01
1.942518250e+09	9.561684306e-02	2.190025989e-01
1.942518400e+09	9.706584860e-02	2.164242887e-01
1.942518550e+09	9.726226103e-02	2.172309505e-01
1.942518700e+09	9.662940607e-02	2.191530714e-01
1.942518850e+09	9.638617393e-02	2.155634030e-01
1.942519000e+09	9.617775482e-02	2.168820878e-01
1.942519150e+09	9.761662580e-02	2.178702127e-01
1.942519300e+09	9.749908980e-02	2.159260458e-01
1.942519450e+09	9.783990885e-02	2.183109347e-01
1.942519600e+09	9.439816618e-02	2.157216513e-01
1.942519750e+09	9.825047971e-02	2.184110957e-01
1.942519900e+09	9.752303608e-02	2.168109303e-01
1.942520050e+09	9.793485806e-02	2.165663105e-01
1.942520200e+09	9.607861522e-02	2.174277589e-01
1.942520350e+09	9.748170223e-02	2.162597237e-01
1.942520500e+09	9.670682230e-02	2.179005883e-01
1.942520650e+09	9.715906106e-02	2.170089722e-01
1.942520800e+09	9.710250265e-02	2.168824971e-01
1.942520950e+09	9.790260324e-02	2.166647510e-01
1.942521100e+09	9.610245023e-02	2.156114712e-01
1.942521250e+09	9.591851436e-02	2.178281350e-01
1.942521400e+09	9.686773988e-02	2.156110912e-01
1.942521550e+09	9.774244010e-02	2.161786427e-01
1.942521700e+09	9.707164234e-02	2.173432554e-01
1.942521850e+09	9.702996909e-02	2.177045499e-01
1.942522000e+09	9.675060072e-02	2.178341348e-01
1.942522150e+09	9.596399250e-02	2.174148081e-01
1.942522300e+09	9.808913225e-02	2.174541348e-01
1.942522450e+09	9.736397736e-02	2.173164637e-01
1.942522600e+09	9.670517505e-02	2.162833459e-01
1.942522750e+09	9.756260241e-02	2.159547421e-01
1.942522900e+09	9.821451731e-02	2.190623683e-01
1.942523050e+09	9.671408737e-02	2.159569659e-01
1.942523200e+09	9.770702822e-02	2.188303779e-01
1.942523350e+09	9.721807002e-02	2.182863651e-01
