# Source VNA	Temp 100.0 mK	PDUT -83.0 dBm
# BW 1000 Hz	Points 20001
# LER1942
# PVNA -40 dB	RTAtt -1.0 dB	OutAtt -42 dB
# LNA 35 dB	RTA None dB
# Rigol 	ch 3	0.027 W	2.08 V	0.013 A
# BBCON not used
#
        Freq(Hz)	          I(S21)	          Q(S21)
1.940777200e+09	6.415427785e-02	2.376940733e-01
1.940777350e+09	6.524441385e-02	2.376367797e-01
1.940777500e+09	6.451195914e-02	2.353940611e-01
1.940777650e+09	6.339109988e-02	2.374970107e-01
1.940777800e+09	6.571092111e-02	2.386165772e-01
1.940777950e+09	6.309134874e-02	2.374025463e-01
1.940778100e+09	6.453921179e-02	2.368507458e-01
1.940778250e+09	6.372629116e-02	2.368138540e-01
1.940778400e+09	6.363694421e-02	2.363303031e-01
1.940778550e+09	6.423691698e-02	2.371737629e-01
1.940778700e+09	6.482746690e-02	2.372495099e-01
1.940778850e+09	6.433747387e-02	2.372405804e-01
1.940779000e+09	6.561945053e-02	2.372865284e-01
1.940779150e+09	6.517682584e-02	2.371384273e-01
1.940779300e+09	6.501193810e-02	2.365701550e-01
1.940779450e+09	6.429440643e-02	2.369866481e-01
1.940779600e+09	6.474033603e-02	2.370321054e-01
1.940779750e+09	6.506292200e-02	2.384464923e-01
1.940779900e+09	6.504036936e-02	2.380194006e-01
1.940780050e+09	6.654057831e-02	2.364277397e-01
1.940780200e+09	6.427852799e-02	2.370790942e-01
1.940780350e+09	6.440655008e-02	2.373782963e-01
1.940780500e+09	6.595142464e-02	2.371893631e-01
1.940780650e+09	6.443719464e-02	2.368384566e-01
1.940780800e+09	6.369381211e-02	2.365437099e-01
1.940780950e+09	6.370557382e-02	2.350907075e-01
1.940781100e+09	6.410624850e-02	2.371963662e-01
1.940781250e+09	6.447652622e-02	2.374671523e-01
1.940781400e+09	6.550445555e-02	2.374606718e-01
1.940781550e+09	6.596839767e-02	2.382033097e-01
1.940781700e+09	6.546810600e-02	2.377068238e-01
1.940781850e+09	6.556339409e-02	2.355747375e-01
1.940782000e+09	6.513130312e-02	2.369516185e-01
1.940782150e+09	6.674419017e-02	2.378215121e-01
1.940782300e+09	6.495891231e-02	2.358702581e-01
1.940782450e+09	6.456433227e-02	2.381513000e-01
1.940782600e+09	6.444408013e-02	2.364754096e-01
1.940782750e+09	6.467122404e-02	2.357806468e-01
1.940782900e+09	6.342342657e-02	2.367124283e-01
1.940783050e+09	6.484912021e-02	2.368057757e-01
1.940783200e+09	6.501996554e-02	2.373039468e-01
1.940783350e+09	6.399674004e-02	2.363147297e-01
1.940783500e+09	6.462993571e-02	2.395088590e-01
1.940783650e+09	6.424822649e-02	2.374827537e-01
1.940783800e+09	6.428457682e-02	2.370733157e-01
1.940783950e+09	6.419048097e-02	2.362982433e-01
1.940784100e+09	6.538165856e-02	2.363284146e-01
1.940784250e+09	6.570846064e-02	2.360926048e-01
1.940784400e+09	6.355054611e-02	2.368146983e-01
1.940784550e+09	6.505004304e-02	2.359653414e-01
1.940784700e+09	6.482227183e-02	2.355336612e-01
1.940784850e+09	6.341877203e-02	2.368663785e-01
1.940785000e+09	6.459064538e-02	2.385191373e-01
1.940785150e+09	6.501015367e-02	2.377484154e-01
1.940785300e+09	6.682203273e-02	2.388981533e-01
1.940785450e+09	6.363707250e-02	2.387995805e-01
1.940785600e+09	6.462590325e-02	2.362115061e-01
1.940785750e+09	6.498580706e-02	2.367520215e-01
1.940785900e+09	6.334941180e-02	2.372202733e-01
1.940786050e+09	6.395517042e-02	2.364119061e-01
1.940786200e+09	6.598348629e-02	2.366941110e-01
1.940786350e+09	6.462656088e-02	2.368032511e-01
1.940786500e+09	6.460288224e-02	2.363101336e-01
1.940786650e+09	6.531024976e-02	2.366897922e-01
1.940786800e+09	6.569458071e-02	2.374840876e-01
1.940786950e+09	6.478455612e-02	2.371512035e-01
1.940787100e+09	6.581347648e-02	2.372878011e-01
1.940787250e+09	6.528208392e-02	2.375050801e-01
1.940787400e+09	6.608356734e-02	2.376288468e-01
1.940787550e+09	6.452664749e-02	2.357411276e-01
1.940787700e+09	6.618577968e-02	2.385561519e-01
1.940787850e+09	6.487494471e-02	2.378479751e-01
1.940788000e+09	6.587607857e-02	2.384301699e-01
1.940788150e+09	6.487434485e-02	2.381052262e-01
1.940788300e+09	6.585673351e-02	2.375921311e-01
1.940788450e+09	6.526429046e-02	2.364788759e-01
1.940788600e+09	6.535552187e-02	2.388637640e-01
1.940788750e+09	6.641281705e-02	2.376153613e-01
1.940788900e+09	6.563531731e-02	2.367957977e-01
1.940789050e+09	6.645562856e-02	2.351359055e-01
1.940789200e+09	6.675363699e-02	2.380416452e-01
1.940789350e+09	6.563042764e-02	2.349304566e-01
1.940789500e+09	6.576887096e-02	2.355109185e-01
1.940789650e+09	6.474383077e-02	2.365935461e-01
1.940789800e+09	6.429301667e-02	2.385290699e-01
1.940789950e+09	6.465303842e-02	2.362855484e-01
1.940790100e+09	6.619710976e-02	2.355775774e-01
1.940790250e+09	6.411745125e-02	2.376597268e-01
1.940790400e+09	6.689569315e-02	2.372257657e-01
1.940790550e+09	6.592974392e-02	2.357946785e-01
1.940790700e+09	6.698655824e-02	2.361684697e-01
1.940790850e+09	6.645174826e-02	2.370930333e-01
1.940791000e+09	6.558128240e-02	2.373227632e-01
1.940791150e+09	6.628006532e-02	2.366105121e-01
1.940791300e+09	6.678530848e-02	2.379253391e-01
1.940791450e+09	6.548868753e-02	2.360992845e-01
1.940791600e+09	6.605478236e-02	2.357946709e-01
1.940791750e+09	6.513709772e-02	2.370807865e-01
1.940791900e+09	6.640645654e-02	2.362916563e-01
1.940792050e+09	6.477440348e-02	2.376573385e-01
1.940792200e+09	6.606932457e-02	2.373318387e-01
1.940792350e+09	6.693107460e-02	2.366820920e-01
1.940792500e+09	6.567755430e-02	2.372653580e-01
1.940792650e+09	6.630555502e-02	2.363456590e-01
1.940792800e+09	6.628352804e-02	2.375196284e-01
1.940792950e+09	6.708344690e-02	2.362183622e-01
1.940793100e+09	6.637802375e-02	2.368884228e-01
1.940793250e+09	6.650032484e-02	2.360640788e-01
1.940793400e+09	6.588254572e-02	2.371506343e-01
1.940793550e+09	6.601169504e-02	2.353427875e-01
1.940793700e+09	6.581404667e-02	2.361492751e-01
1.940793850e+09	6.584347160e-02	2.363732311e-01
1.940794000e+09	6.662971012e-02	2.381892834e-01
1.940794150e+09	6.536253924e-02	2.371480032e-01
1.940794300e+09	6.782661803e-02	2.375295636e-01
1.940794450e+09	6.632608483e-02	2.335709428e-01
1.940794600e+09	6.567037396e-02	2.356780637e-01
1.940794750e+09	6.714427301e-02	2.373119795e-01
1.940794900e+09	6.529118007e-02	2.362274646e-01
1.940795050e+09	6.612736621e-02	2.356892760e-01
1.940795200e+09	6.610552671e-02	2.364526774e-01
1.940795350e+09	6.346043613e-02	2.363448891e-01
1.940795500e+09	6.566081374e-02	2.370374797e-01
1.940795650e+09	6.659515897e-02	2.347398023e-01
1.940795800e+09	6.622197784e-02	2.355582766e-01
1.940795950e+09	6.669506595e-02	2.374133251e-01
1.940796100e+09	6.584995073e-02	2.378728124e-01
1.940796250e+09	6.526045911e-02	2.365235198e-01
1.940796400e+09	6.712258144e-02	2.372631097e-01
1.940796550e+09	6.653017476e-02	2.357289548e-01
1.940796700e+09	6.694429974e-02	2.349327933e-01
1.940796850e+09	6.508129958e-02	2.367852404e-01
1.940797000e+09	6.583967197e-02	2.371925756e-01
1.940797150e+09	6.499190964e-02	2.363164621e-01
1.940797300e+09	6.711690168e-02	2.363646084e-01
1.940797450e+09	6.609773481e-02	2.361155186e-01
1.940797600e+09	6.716194149e-02	2.366790986e-01
1.940797750e+09	6.795252726e-02	2.361035763e-01
1.940797900e+09	6.674989353e-02	2.365458205e-01
1.940798050e+09	6.585083360e-02	2.379852790e-01
1.940798200e+09	6.445385863e-02	2.367589929e-01
1.940798350e+09	6.679195309e-02	2.344032072e-01
1.940798500e+09	6.443474018e-02	2.346511037e-01
1.940798650e+09	6.697644824e-02	2.367348848e-01
1.940798800e+09	6.610411124e-02	2.364363490e-01
1.940798950e+09	6.585634996e-02	2.363106633e-01
1.940799100e+09	6.811849159e-02	2.343025131e-01
1.940799250e+09	6.622325903e-02	2.356207789e-01
1.940799400e+09	6.677033593e-02	2.362722094e-01
1.940799550e+09	6.767926715e-02	2.360083217e-01
1.940799700e+09	6.756851367e-02	2.362790196e-01
1.940799850e+09	6.655145477e-02	2.361047311e-01
1.940800000e+09	6.724441011e-02	2.333332389e-01
1.940800150e+09	6.680998300e-02	2.344218940e-01
1.940800300e+09	6.656209512e-02	2.378134107e-01
1.940800450e+09	6.685484716e-02	2.372786876e-01
1.940800600e+09	6.681139693e-02	2.364047999e-01
1.940800750e+09	6.864464382e-02	2.362483882e-01
1.940800900e+09	6.549592459e-02	2.366001549e-01
1.940801050e+09	6.447644973e-02	2.363505087e-01
1.940801200e+09	6.612555477e-02	2.346840548e-01
1.940801350e+09	6.693330712e-02	2.362146524e-01
1.940801500e+09	6.527269702e-02	2.358577418e-01
1.940801650e+09	6.709843088e-02	2.377538963e-01
1.940801800e+09	6.701792854e-02	2.360258894e-01
1.940801950e+09	6.734540125e-02	2.371574727e-01
1.940802100e+09	6.558184911e-02	2.378021420e-01
1.940802250e+09	6.648175667e-02	2.361017782e-01
1.940802400e+09	6.572499355e-02	2.364062246e-01
1.940802550e+09	6.673032939e-02	2.371828987e-01
1.940802700e+09	6.795350328e-02	2.370017739e-01
1.940802850e+09	6.740156290e-02	2.374658243e-01
1.940803000e+09	6.838743638e-02	2.352489635e-01
1.940803150e+09	6.781278110e-02	2.346349743e-01
1.940803300e+09	6.651400777e-02	2.351777851e-01
1.940803450e+09	6.645961659e-02	2.359161038e-01
1.940803600e+09	6.728484322e-02	2.372120173e-01
1.940803750e+09	6.725029193e-02	2.362714616e-01
1.940803900e+09	6.718084370e-02	2.378088413e-01
1.940804050e+09	6.558569346e-02	2.364195534e-01
1.940804200e+09	6.631313322e-02	2.365877863e-01
1.940804350e+09	6.562857098e-02	2.359926671e-01
1.940804500e+09	6.823091427e-02	2.351847009e-01
1.940804650e+09	6.604036062e-02	2.364450408e-01
1.940804800e+09	6.703936634e-02	2.338095975e-01
1.940804950e+09	6.834821456e-02	2.370819120e-01
1.940805100e+09	6.652388256e-02	2.368975494e-01
1.940805250e+09	6.716625423e-02	2.369880873e-01
1.940805400e+09	6.725950227e-02	2.365070657e-01
1.940805550e+09	6.708002133e-02	2.369808167e-01
1.940805700e+09	6.672251378e-02	2.352790759e-01
1.940805850e+09	6.839393818e-02	2.350502230e-01
1.940806000e+09	6.686495359e-02	2.355736457e-01
1.940806150e+09	6.901675742e-02	2.357600934e-01
1.940806300e+09	6.731491750e-02	2.372477617e-01
1.940806450e+09	6.637809363e-02	2.374142754e-01
1.940806600e+09	6.709194562e-02	2.345112939e-01
1.940806750e+09	6.751048955e-02	2.365965677e-01
1.940806900e+09	6.803278971e-02	2.358091290e-01
1.940807050e+09	6.646348711e-02	2.362183610e-01
1.940807200e+09	6.671704722e-02	2.355601966e-01
1.940807350e+09	6.720711576e-02	2.342559713e-01
1.940807500e+09	6.616281259e-02	2.347408928e-01
1.940807650e+09	6.892350777e-02	2.359975614e-01
1.940807800e+09	6.796784228e-02	2.353502410e-01
1.940807950e+09	6.596616965e-02	2.373770346e-01
1.940808100e+09	6.718554757e-02	2.376413306e-01
1.940808250e+09	6.751077789e-02	2.362338506e-01
1.940808400e+09	6.671458397e-02	2.366504377e-01
1.940808550e+09	6.781558328e-02	2.359909197e-01
1.940808700e+09	6.592853328e-02	2.356837593e-01
1.940808850e+09	6.818207918e-02	2.358485013e-01
1.940809000e+09	6.816624342e-02	2.351564872e-01
1.940809150e+09	6.568395306e-02	2.352550901e-01
1.940809300e+09	6.839659569e-02	2.341381743e-01
1.940809450e+09	6.922537459e-02	2.359557137e-01
1.940809600e+09	6.837387339e-02	2.377607794e-01
1.940809750e+09	6.667540332e-02	2.358459872e-01
1.940809900e+09	6.630470419e-02	2.353227819e-01
1.940810050e+09	6.582074394e-02	2.373540184e-01
1.940810200e+09	6.737854762e-02	2.349518949e-01
1.940810350e+09	6.660435408e-02	2.365993082e-01
1.940810500e+09	6.804584542e-02	2.355314157e-01
1.940810650e+09	6.861381006e-02	2.348972303e-01
1.940810800e+09	6.721499841e-02	2.362195383e-01
1.940810950e+09	6.835342624e-02	2.344916711e-01
1.940811100e+09	6.722132906e-02	2.375909524e-01
1.940811250e+09	6.690135931e-02	2.370081940e-01
1.940811400e+09	6.864563193e-02	2.366031797e-01
1.940811550e+09	6.622849788e-02	2.360320924e-01
1.940811700e+09	6.818467385e-02	2.365095931e-01
1.940811850e+09	6.712725303e-02	2.372405759e-01
1.940812000e+09	6.944709287e-02	2.353127193e-01
1.940812150e+09	6.713042118e-02	2.353092747e-01
1.940812300e+09	6.878992700e-02	2.364694885e-01
1.940812450e+09	6.861584588e-02	2.346266519e-01
1.940812600e+09	6.628481991e-02	2.346903838e-01
1.940812750e+09	6.726562685e-02	2.372908198e-01
1.940812900e+09	6.839963889e-02	2.341351580e-01
1.940813050e+09	6.717708288e-02	2.371862108e-01
1.940813200e+09	6.818523604e-02	2.348232126e-01
1.940813350e+09	6.759755957e-02	2.352374464e-01
1.940813500e+09	6.862530444e-02	2.345502063e-01
1.940813650e+09	6.822305264e-02	2.357588988e-01
1.940813800e+09	6.888833435e-02	2.353617019e-01
1.940813950e+09	6.932546287e-02	2.370211372e-01
1.940814100e+09	6.714122519e-02	2.361568590e-01
1.940814250e+09	6.821111604e-02	2.355111836e-01
1.940814400e+09	6.821006196e-02	2.360231036e-01
1.940814550e+09	7.007308803e-02	2.361810655e-01
1.940814700e+09	6.824896673e-02	2.344865321e-01
1.940814850e+09	6.740636814e-02	2.361580636e-01
1.940815000e+09	6.689569099e-02	2.361786605e-01
1.940815150e+09	6.690571671e-02	2.353927499e-01
1.940815300e+09	6.900656846e-02	2.349196904e-01
1.940815450e+09	6.767502018e-02	2.353513389e-01
1.940815600e+09	6.793045684e-02	2.354659778e-01
1.940815750e+09	6.920833136e-02	2.346625722e-01
1.940815900e+09	6.888012114e-02	2.359269606e-01
1.940816050e+09	6.825703322e-02	2.366783887e-01
1.940816200e+09	6.986288984e-02	2.373523159e-01
1.940816350e+09	6.871798110e-02	2.349160504e-01
1.940816500e+09	6.841923052e-02	2.346004011e-01
1.940816650e+09	6.842117830e-02	2.348259265e-01
1.940816800e+09	6.922967471e-02	2.372002306e-01
1.940816950e+09	6.795220886e-02	2.340642148e-01
1.940817100e+09	6.892717359e-02	2.349583086e-01
1.940817250e+09	6.722529545e-02	2.325485174e-01
1.940817400e+09	6.829473625e-02	2.358365815e-01
1.940817550e+09	6.885619104e-02	2.353127603e-01
1.940817700e+09	6.736398072e-02	2.337127442e-01
1.940817850e+09	6.929267715e-02	2.362171367e-01
1.940818000e+09	6.692332058e-02	2.370973683e-01
1.940818150e+09	6.867727872e-02	2.364490441e-01
1.940818300e+09	6.811322441e-02	2.351255281e-01
1.940818450e+09	6.729622468e-02	2.339423015e-01
1.940818600e+09	6.977056429e-02	2.355334909e-01
1.940818750e+09	6.649520353e-02	2.343621040e-01
1.940818900e+09	7.053356308e-02	2.366042866e-01
1.940819050e+09	6.910182499e-02	2.341665662e-01
1.940819200e+09	6.813991023e-02	2.349491734e-01
1.940819350e+09	6.975026512e-02	2.344627972e-01
1.940819500e+09	6.750965824e-02	2.335532800e-01
1.940819650e+09	6.997700550e-02	2.357058280e-01
1.940819800e+09	6.751068961e-02	2.349523208e-01
1.940819950e+09	6.866202299e-02	2.326794947e-01
1.940820100e+09	6.845342456e-02	2.339185433e-01
1.940820250e+09	7.060735035e-02	2.354933489e-01
1.940820400e+09	6.950264453e-02	2.371287644e-01
1.940820550e+09	7.005860194e-02	2.358503195e-01
1.940820700e+09	6.793646246e-02	2.372874101e-01
1.940820850e+09	6.744543764e-02	2.357313050e-01
1.940821000e+09	6.804946347e-02	2.344999306e-01
1.940821150e+09	6.742777110e-02	2.350314675e-01
1.940821300e+09	6.805865244e-02	2.350447669e-01
1.940821450e+09	7.002718547e-02	2.344919710e-01
1.940821600e+09	6.849189123e-02	2.349435347e-01
1.940821750e+09	6.939188067e-02	2.337324612e-01
1.940821900e+09	6.903598959e-02	2.369290821e-01
1.940822050e+09	6.790005880e-02	2.350653768e-01
1.940822200e+09	6.964960119e-02	2.372314134e-01
1.940822350e+09	6.916415538e-02	2.346970047e-01
1.940822500e+09	6.915480661e-02	2.358277091e-01
1.940822650e+09	6.755721734e-02	2.349674383e-01
1.940822800e+09	6.873108635e-02	2.349634093e-01
1.940822950e+09	7.024095874e-02	2.356490569e-01
1.940823100e+09	7.100055090e-02	2.344975907e-01
1.940823250e+09	6.950023813e-02	2.347615160e-01
1.940823400e+09	7.024181476e-02	2.335534102e-01
1.940823550e+09	6.879925869e-02	2.354602265e-01
1.940823700e+09	7.110529460e-02	2.352662007e-01
1.940823850e+09	6.939965296e-02	2.335404994e-01
1.940824000e+09	6.940754618e-02	2.352460256e-01
1.940824150e+09	6.797944029e-02	2.363153483e-01
1.940824300e+09	6.909582988e-02	2.350960164e-01
1.940824450e+09	7.049062800e-02	2.354261374e-01
1.940824600e+09	6.906591992e-02	2.355889662e-01
1.940824750e+09	7.169873467e-02	2.345447873e-01
1.940824900e+09	6.881017167e-02	2.336670078e-01
1.940825050e+09	6.897454251e-02	2.357715736e-01
1.940825200e+09	7.137740697e-02	2.356478505e-01
1.940825350e+09	6.927161220e-02	2.357150294e-01
1.940825500e+09	6.986931712e-02	2.346670286e-01
1.940825650e+09	6.912960866e-02	2.344503815e-01
1.940825800e+09	6.982925529e-02	2.340841733e-01
1.940825950e+09	7.035579441e-02	2.346151963e-01
1.940826100e+09	7.063600714e-02	2.337627986e-01
1.940826250e+09	7.037057923e-02	2.358224870e-01
1.940826400e+09	7.013420619e-02	2.354662501e-01
1.940826550e+09	6.976803496e-02	2.350051979e-01
1.940826700e+09	6.947193865e-02	2.346970054e-01
1.940826850e+09	6.961101884e-02	2.343679384e-01
1.940827000e+09	6.971387582e-02	2.345848448e-01
1.940827150e+09	7.082951133e-02	2.367540641e-01
1.940827300e+09	7.160140157e-02	2.347565773e-01
1.940827450e+09	6.909553467e-02	2.348624897e-01
1.940827600e+09	6.850432677e-02	2.345745544e-01
1.940827750e+09	7.213620807e-02	2.351813094e-01
1.940827900e+09	7.124490188e-02	2.350733538e-01
1.940828050e+09	7.047683172e-02	2.352647114e-01
1.940828200e+09	6.904184798e-02	2.346186439e-01
1.940828350e+09	6.901993737e-02	2.344594417e-01
1.940828500e+09	7.097339207e-02	2.345569629e-01
1.940828650e+09	7.035617280e-02	2.338233103e-01
1.940828800e+09	6.978271058e-02	2.348456043e-01
1.940828950e+09	7.039703664e-02	2.343062910e-01
1.940829100e+09	7.065012885e-02	2.357322268e-01
1.940829250e+09	6.795597806e-02	2.354070050e-01
1.940829400e+09	6.940506864e-02	2.359715778e-01
1.940829550e+09	7.009231255e-02	2.334577945e-01
1.940829700e+09	6.827730601e-02	2.340326594e-01
1.940829850e+09	7.098715049e-02	2.355051389e-01
1.940830000e+09	6.975579447e-02	2.367446736e-01
1.940830150e+09	6.882484582e-02	2.354139737e-01
1.940830300e+09	6.941685604e-02	2.362000808e-01
1.940830450e+09	7.105359755e-02	2.350153740e-01
1.940830600e+09	6.956334951e-02	2.354426104e-01
1.940830750e+09	6.929338512e-02	2.352659806e-01
1.940830900e+09	7.207705316e-02	2.343830241e-01
1.940831050e+09	6.866661629e-02	2.343878210e-01
1.940831200e+09	7.143012632e-02	2.345331611e-01
1.940831350e+09	7.156092154e-02	2.351000877e-01
1.940831500e+09	6.990157325e-02	2.349490960e-01
1.940831650e+09	6.813604278e-02	2.345780303e-01
1.940831800e+09	6.998122098e-02	2.346938668e-01
1.940831950e+09	7.123250654e-02	2.348964563e-01
1.940832100e+09	7.136158008e-02	2.349817614e-01
1.940832250e+09	7.037396753e-02	2.355229572e-01
1.940832400e+09	6.945458087e-02	2.332363423e-01
1.940832550e+09	7.115416327e-02	2.336360566e-01
1.940832700e+09	7.003263439e-02	2.359728538e-01
1.940832850e+09	7.027244531e-02	2.354170777e-01
1.940833000e+09	7.106479378e-02	2.365901212e-01
1.940833150e+09	7.051622613e-02	2.350699470e-01
1.940833300e+09	7.000957350e-02	2.355850872e-01
1.940833450e+09	7.110909060e-02	2.343712696e-01
1.940833600e+09	6.759036977e-02	2.338828163e-01
1.940833750e+09	7.136904444e-02	2.348120980e-01
1.940833900e+09	7.063744473e-02	2.357643568e-01
1.940834050e+09	7.063777090e-02	2.343373443e-01
1.940834200e+09	7.105815672e-02	2.363074548e-01
1.940834350e+09	7.018054016e-02	2.360556676e-01
1.940834500e+09	7.026807931e-02	2.348949675e-01
1.940834650e+09	6.881361284e-02	2.335335208e-01
1.940834800e+09	7.015205210e-02	2.356740627e-01
1.940834950e+09	7.033098818e-02	2.356701403e-01
1.940835100e+09	7.017834450e-02	2.342542387e-01
1.940835250e+09	7.214544387e-02	2.353264770e-01
1.940835400e+09	7.008058903e-02	2.332543278e-01
1.940835550e+09	7.094506879e-02	2.337050857e-01
1.940835700e+09	7.100627383e-02	2.342386739e-01
1.940835850e+09	7.086882211e-02	2.363433059e-01
1.940836000e+09	6.837756359e-02	2.337816911e-01
1.940836150e+09	7.005416271e-02	2.355068070e-01
1.940836300e+09	6.972137103e-02	2.341383485e-01
1.940836450e+09	7.033885575e-02	2.349265002e-01
1.940836600e+09	6.867759113e-02	2.348931012e-01
1.940836750e+09	7.169449614e-02	2.342992293e-01
1.940836900e+09	6.987750816e-02	2.338329245e-01
1.940837050e+09	7.267984654e-02	2.352058047e-01
1.940837200e+09	7.054491139e-02	2.338906603e-01
1.940837350e+09	7.235430155e-02	2.351193529e-01
1.940837500e+09	7.094127043e-02	2.348593452e-01
1.940837650e+09	7.114368888e-02	2.326787069e-01
1.940837800e+09	7.098365913e-02	2.328353893e-01
1.940837950e+09	7.046876045e-02	2.339208798e-01
1.940838100e+09	7.199921568e-02	2.327426631e-01
1.940838250e+09	7.011517117e-02	2.345755246e-01
1.940838400e+09	7.098088953e-02	2.344050164e-01
1.940838550e+09	6.968542188e-02	2.331254088e-01
1.940838700e+09	7.112019516e-02	2.350182624e-01
1.940838850e+09	7.030940164e-02	2.344553036e-01
1.940839000e+09	7.056527143e-02	2.364575155e-01
1.940839150e+09	7.015902833e-02	2.358633092e-01
1.940839300e+09	7.216669725e-02	2.350208694e-01
1.940839450e+09	7.220216826e-02	2.370241680e-01
1.940839600e+09	7.163327833e-02	2.338855787e-01
1.940839750e+09	7.151082490e-02	2.347702146e-01
1.940839900e+09	7.077658344e-02	2.339129551e-01
1.940840050e+09	7.123891078e-02	2.353677876e-01
1.940840200e+09	7.129247195e-02	2.342258877e-01
1.940840350e+09	7.196876341e-02	2.337124337e-01
1.940840500e+09	7.019678154e-02	2.344033867e-01
1.940840650e+09	7.072031105e-02	2.365802469e-01
1.940840800e+09	7.085620697e-02	2.370266057e-01
1.940840950e+09	7.307185238e-02	2.345162172e-01
1.940841100e+09	7.011417940e-02	2.333196341e-01
1.940841250e+09	6.982402711e-02	2.332504063e-01
1.940841400e+09	7.053455478e-02	2.360811160e-01
1.940841550e+09	7.128648215e-02	2.352234759e-01
1.940841700e+09	7.191483486e-02	2.330018496e-01
1.940841850e+09	6.991373525e-02	2.336424943e-01
1.940842000e+09	7.009802130e-02	2.361476603e-01
1.940842150e+09	7.068055107e-02	2.341301252e-01
1.940842300e+09	6.957037937e-02	2.346376273e-01
1.940842450e+09	7.236114509e-02	2.329163257e-01
1.940842600e+09	7.269785174e-02	2.352350417e-01
1.940842750e+09	7.215779200e-02	2.331603781e-01
1.940842900e+09	7.188612349e-02	2.326541256e-01
1.940843050e+09	7.210991194e-02	2.345981280e-01
1.940843200e+09	7.111593657e-02	2.339249927e-01
1.940843350e+09	7.131028286e-02	2.333172054e-01
1.940843500e+09	7.299123772e-02	2.354528893e-01
1.940843650e+09	7.064572851e-02	2.349390302e-01
1.940843800e+09	7.078196678e-02	2.357056399e-01
1.940843950e+09	7.179933569e-02	2.338458601e-01
1.940844100e+09	7.120494691e-02	2.349079724e-01
1.940844250e+09	7.087663244e-02	2.320392600e-01
1.940844400e+09	7.088768920e-02	2.332435208e-01
1.940844550e+09	7.165085721e-02	2.349912389e-01
1.940844700e+09	7.013049478e-02	2.345201420e-01
1.940844850e+09	7.178518302e-02	2.352363276e-01
1.940845000e+09	7.007028355e-02	2.356974362e-01
1.940845150e+09	7.216023670e-02	2.346484965e-01
1.940845300e+09	7.119147858e-02	2.359342501e-01
1.940845450e+09	7.291565843e-02	2.342776433e-01
1.940845600e+09	7.229316536e-02	2.336665672e-01
1.940845750e+09	7.288828926e-02	2.356832014e-01
1.940845900e+09	7.141246368e-02	2.348163317e-01
1.940846050e+09	7.250549541e-02	2.336731381e-01
1.940846200e+09	7.202758130e-02	2.337897736e-01
1.940846350e+09	7.381064946e-02	2.329916424e-01
1.940846500e+09	7.114301131e-02	2.356631028e-01
1.940846650e+09	7.242336782e-02	2.337674512e-01
1.940846800e+09	7.016846156e-02	2.348825470e-01
1.940846950e+09	7.232725000e-02	2.343142423e-01
1.940847100e+09	7.150518138e-02	2.334745230e-01
1.940847250e+09	7.140599195e-02	2.348928462e-01
1.940847400e+09	7.071734114e-02	2.346643721e-01
1.940847550e+09	7.197903778e-02	2.340623416e-01
1.940847700e+09	7.109941454e-02	2.331792475e-01
1.940847850e+09	7.133537151e-02	2.368289797e-01
1.940848000e+09	7.345135799e-02	2.340440646e-01
1.940848150e+09	7.096878477e-02	2.330674503e-01
1.940848300e+09	7.206325274e-02	2.326828462e-01
1.940848450e+09	7.276212692e-02	2.345416086e-01
1.940848600e+09	7.129424970e-02	2.342593755e-01
1.940848750e+09	7.099751821e-02	2.356980706e-01
1.940848900e+09	6.977305498e-02	2.346390047e-01
1.940849050e+09	7.354736326e-02	2.352296772e-01
1.940849200e+09	7.445332728e-02	2.331928764e-01
1.940849350e+09	7.204795511e-02	2.341705447e-01
1.940849500e+09	7.079863267e-02	2.344202445e-01
1.940849650e+09	7.077376283e-02	2.350915407e-01
1.940849800e+09	7.121674660e-02	2.364364945e-01
1.940849950e+09	7.276970385e-02	2.351590189e-01
1.940850100e+09	7.166767856e-02	2.351048309e-01
1.940850250e+09	7.390485786e-02	2.361962894e-01
1.940850400e+09	7.206435206e-02	2.341799117e-01
1.940850550e+09	7.135748001e-02	2.339950221e-01
1.940850700e+09	7.446511293e-02	2.352661534e-01
1.940850850e+09	7.353102112e-02	2.347259516e-01
1.940851000e+09	7.191864885e-02	2.339708900e-01
1.940851150e+09	7.232752617e-02	2.323263768e-01
1.940851300e+09	7.258901796e-02	2.349329643e-01
1.940851450e+09	7.050115075e-02	2.335554120e-01
1.940851600e+09	7.237654185e-02	2.335621197e-01
1.940851750e+09	7.167361692e-02	2.340500233e-01
1.940851900e+09	7.131348397e-02	2.346283788e-01
1.940852050e+09	7.280273908e-02	2.343375280e-01
1.940852200e+09	7.422888068e-02	2.346176830e-01
1.940852350e+09	7.353829625e-02	2.322203629e-01
1.940852500e+09	7.276075572e-02	2.328714898e-01
1.940852650e+09	7.033229918e-02	2.343361835e-01
1.940852800e+09	7.203694444e-02	2.314305087e-01
1.940852950e+09	7.297231899e-02	2.350869361e-01
1.940853100e+09	7.096638105e-02	2.340444229e-01
1.940853250e+09	7.276971013e-02	2.339914008e-01
1.940853400e+09	7.232702622e-02	2.351215841e-01
1.940853550e+09	7.228207299e-02	2.326901474e-01
1.940853700e+09	7.238472878e-02	2.336817113e-01
1.940853850e+09	7.309331590e-02	2.337934118e-01
