# Source ADC	Temp 100.0 mK	PDUT -80.0 dBm
# BW 1.0 Hz	rate 1.0000e+00 MHz	rang (5, 5)
# LER1944	PSG 4.5	PRF -4.0
# AttVDUT 12006210005 30.5 dB	AttVIQ 12201130093 26.75 dB
# LOAtt 4.5 dB	InAtt 12.0 dB	OutAtt 7.1 dB
# LNA 30.0 dB	RTA 80.0 dB	DC 5.0
# Rigol 	ch 3	0.027 W	2.08 V	0.013 A
# Mixer	Name: polyphase	
# CLoss: -1.2	AInvalance: -0.07	IOffset: 0.0003	
# QOffset: 0.0001	PhError: -0.002	
# BBCON	Tbb 10.0 K	Success	P0.003 I1.0 D1.0
#
Freq(Hz) 	 I(V) 	 Q(V)
1.9409229e+09	-1.3273874e-01	-6.7524054e-01
1.9409235e+09	-1.3290738e-01	-6.7504738e-01
1.9409241e+09	-1.3338625e-01	-6.7475274e-01
1.9409247e+09	-1.3367734e-01	-6.7496644e-01
1.9409253e+09	-1.3370529e-01	-6.7512081e-01
1.9409259e+09	-1.3410672e-01	-6.7481374e-01
1.9409265e+09	-1.3420263e-01	-6.7498049e-01
1.9409271e+09	-1.3466168e-01	-6.7466078e-01
1.9409277e+09	-1.3495242e-01	-6.7451366e-01
1.9409283e+09	-1.3501368e-01	-6.7448927e-01
1.9409289e+09	-1.3549889e-01	-6.7444042e-01
1.9409295e+09	-1.3555029e-01	-6.7422222e-01
1.9409301e+09	-1.3562102e-01	-6.7436904e-01
1.9409307e+09	-1.3609705e-01	-6.7409155e-01
1.9409313e+09	-1.3618502e-01	-6.7439386e-01
1.9409319e+09	-1.3661335e-01	-6.7390413e-01
1.9409325e+09	-1.3650018e-01	-6.7406430e-01
1.9409331e+09	-1.3708560e-01	-6.7402346e-01
1.9409337e+09	-1.3711868e-01	-6.7394343e-01
1.9409343e+09	-1.3743118e-01	-6.7386012e-01
1.9409349e+09	-1.3767162e-01	-6.7360286e-01
1.9409355e+09	-1.3785628e-01	-6.7382190e-01
1.9409361e+09	-1.3819141e-01	-6.7363929e-01
1.9409367e+09	-1.3844270e-01	-6.7370210e-01
1.9409373e+09	-1.3826398e-01	-6.7362994e-01
1.9409379e+09	-1.3911614e-01	-6.7329774e-01
1.9409385e+09	-1.3933490e-01	-6.7317324e-01
1.9409391e+09	-1.3940639e-01	-6.7329032e-01
1.9409397e+09	-1.3950404e-01	-6.7306848e-01
1.9409403e+09	-1.3978280e-01	-6.7321052e-01
1.9409409e+09	-1.3990047e-01	-6.7314432e-01
1.9409415e+09	-1.4058193e-01	-6.7292361e-01
1.9409421e+09	-1.4048209e-01	-6.7277795e-01
1.9409427e+09	-1.4087480e-01	-6.7271406e-01
1.9409433e+09	-1.4086250e-01	-6.7270782e-01
1.9409439e+09	-1.4134388e-01	-6.7248311e-01
1.9409445e+09	-1.4152832e-01	-6.7255060e-01
1.9409451e+09	-1.4182509e-01	-6.7236724e-01
1.9409457e+09	-1.4187144e-01	-6.7247344e-01
1.9409463e+09	-1.4208238e-01	-6.7228941e-01
1.9409469e+09	-1.4258793e-01	-6.7226510e-01
1.9409475e+09	-1.4256590e-01	-6.7236828e-01
1.9409481e+09	-1.4258662e-01	-6.7227623e-01
1.9409487e+09	-1.4305784e-01	-6.7232888e-01
1.9409493e+09	-1.4317337e-01	-6.7219431e-01
1.9409499e+09	-1.4355969e-01	-6.7185254e-01
1.9409504e+09	-1.4375909e-01	-6.7182274e-01
1.9409510e+09	-1.4422316e-01	-6.7185354e-01
1.9409516e+09	-1.4428891e-01	-6.7170491e-01
1.9409522e+09	-1.4456194e-01	-6.7159186e-01
1.9409528e+09	-1.4476915e-01	-6.7173373e-01
1.9409534e+09	-1.4520744e-01	-6.7152030e-01
1.9409540e+09	-1.4520546e-01	-6.7146202e-01
1.9409546e+09	-1.4544055e-01	-6.7128268e-01
1.9409552e+09	-1.4572798e-01	-6.7106219e-01
1.9409558e+09	-1.4584813e-01	-6.7115514e-01
1.9409564e+09	-1.4627910e-01	-6.7111282e-01
1.9409570e+09	-1.4648026e-01	-6.7089878e-01
1.9409576e+09	-1.4673770e-01	-6.7094064e-01
1.9409582e+09	-1.4700154e-01	-6.7088769e-01
1.9409588e+09	-1.4704904e-01	-6.7062828e-01
1.9409594e+09	-1.4737635e-01	-6.7080367e-01
1.9409600e+09	-1.4761961e-01	-6.7046212e-01
1.9409606e+09	-1.4773377e-01	-6.7072144e-01
1.9409612e+09	-1.4834691e-01	-6.7046216e-01
1.9409618e+09	-1.4854946e-01	-6.7032925e-01
1.9409624e+09	-1.4880085e-01	-6.7024519e-01
1.9409630e+09	-1.4900425e-01	-6.7003603e-01
1.9409636e+09	-1.4910293e-01	-6.6986076e-01
1.9409642e+09	-1.4936078e-01	-6.7010107e-01
1.9409648e+09	-1.4987197e-01	-6.6982421e-01
1.9409654e+09	-1.4992839e-01	-6.6981623e-01
1.9409660e+09	-1.5018606e-01	-6.6991702e-01
1.9409666e+09	-1.5038876e-01	-6.6960449e-01
1.9409672e+09	-1.5065383e-01	-6.6974358e-01
1.9409678e+09	-1.5084569e-01	-6.6971583e-01
1.9409684e+09	-1.5097658e-01	-6.6978339e-01
1.9409690e+09	-1.5124831e-01	-6.6961381e-01
1.9409696e+09	-1.5131549e-01	-6.6961610e-01
1.9409702e+09	-1.5177770e-01	-6.6904280e-01
1.9409708e+09	-1.5217834e-01	-6.6923971e-01
1.9409714e+09	-1.5223907e-01	-6.6913441e-01
1.9409720e+09	-1.5254688e-01	-6.6890083e-01
1.9409726e+09	-1.5262270e-01	-6.6899218e-01
1.9409732e+09	-1.5297577e-01	-6.6893231e-01
1.9409738e+09	-1.5311030e-01	-6.6889205e-01
1.9409744e+09	-1.5364568e-01	-6.6849080e-01
1.9409750e+09	-1.5365299e-01	-6.6846380e-01
1.9409756e+09	-1.5386331e-01	-6.6844691e-01
1.9409762e+09	-1.5413806e-01	-6.6827640e-01
1.9409768e+09	-1.5443645e-01	-6.6832135e-01
1.9409774e+09	-1.5474615e-01	-6.6841545e-01
1.9409780e+09	-1.5496663e-01	-6.6808254e-01
1.9409786e+09	-1.5540525e-01	-6.6788594e-01
1.9409792e+09	-1.5568583e-01	-6.6777427e-01
1.9409798e+09	-1.5579532e-01	-6.6803460e-01
1.9409804e+09	-1.5576966e-01	-6.6784777e-01
1.9409810e+09	-1.5607433e-01	-6.6778596e-01
1.9409816e+09	-1.5639230e-01	-6.6746086e-01
1.9409822e+09	-1.5660709e-01	-6.6746784e-01
1.9409828e+09	-1.5704221e-01	-6.6726868e-01
1.9409834e+09	-1.5697022e-01	-6.6736263e-01
1.9409840e+09	-1.5736401e-01	-6.6739462e-01
1.9409846e+09	-1.5769407e-01	-6.6703515e-01
1.9409852e+09	-1.5783223e-01	-6.6717706e-01
1.9409858e+09	-1.5790964e-01	-6.6726987e-01
1.9409864e+09	-1.5831565e-01	-6.6716102e-01
1.9409870e+09	-1.5854083e-01	-6.6686516e-01
1.9409876e+09	-1.5860263e-01	-6.6677971e-01
1.9409882e+09	-1.5873944e-01	-6.6663783e-01
1.9409888e+09	-1.5916250e-01	-6.6676748e-01
1.9409894e+09	-1.5925504e-01	-6.6648088e-01
1.9409900e+09	-1.5941240e-01	-6.6654662e-01
1.9409906e+09	-1.5998798e-01	-6.6648612e-01
1.9409912e+09	-1.6039647e-01	-6.6611095e-01
1.9409918e+09	-1.6044065e-01	-6.6627433e-01
1.9409924e+09	-1.6083230e-01	-6.6593189e-01
1.9409930e+09	-1.6084478e-01	-6.6595610e-01
1.9409936e+09	-1.6132310e-01	-6.6582435e-01
1.9409942e+09	-1.6137791e-01	-6.6585277e-01
1.9409948e+09	-1.6185414e-01	-6.6574935e-01
1.9409954e+09	-1.6176323e-01	-6.6584628e-01
1.9409960e+09	-1.6206640e-01	-6.6580541e-01
1.9409966e+09	-1.6219868e-01	-6.6561877e-01
1.9409972e+09	-1.6265497e-01	-6.6546165e-01
1.9409978e+09	-1.6297018e-01	-6.6518287e-01
1.9409984e+09	-1.6314461e-01	-6.6503412e-01
1.9409990e+09	-1.6328894e-01	-6.6533934e-01
1.9409996e+09	-1.6367996e-01	-6.6486142e-01
1.9410002e+09	-1.6397680e-01	-6.6478155e-01
1.9410008e+09	-1.6444962e-01	-6.6481917e-01
1.9410014e+09	-1.6441018e-01	-6.6463699e-01
1.9410020e+09	-1.6469618e-01	-6.6459940e-01
1.9410026e+09	-1.6477479e-01	-6.6444389e-01
1.9410032e+09	-1.6513801e-01	-6.6438543e-01
1.9410038e+09	-1.6507979e-01	-6.6429915e-01
1.9410044e+09	-1.6556459e-01	-6.6422111e-01
1.9410050e+09	-1.6566212e-01	-6.6442470e-01
1.9410056e+09	-1.6599371e-01	-6.6414627e-01
1.9410062e+09	-1.6613022e-01	-6.6414847e-01
1.9410068e+09	-1.6666168e-01	-6.6399428e-01
1.9410074e+09	-1.6667494e-01	-6.6385684e-01
1.9410080e+09	-1.6706024e-01	-6.6389727e-01
1.9410086e+09	-1.6702300e-01	-6.6388897e-01
1.9410092e+09	-1.6737162e-01	-6.6378061e-01
1.9410098e+09	-1.6764075e-01	-6.6339265e-01
1.9410104e+09	-1.6789833e-01	-6.6339684e-01
1.9410110e+09	-1.6810712e-01	-6.6350326e-01
1.9410116e+09	-1.6853199e-01	-6.6325847e-01
1.9410122e+09	-1.6873033e-01	-6.6309502e-01
1.9410128e+09	-1.6886941e-01	-6.6309437e-01
1.9410134e+09	-1.6919312e-01	-6.6287235e-01
1.9410140e+09	-1.6944984e-01	-6.6282320e-01
1.9410146e+09	-1.6944852e-01	-6.6276852e-01
1.9410152e+09	-1.7007229e-01	-6.6290399e-01
1.9410158e+09	-1.7007556e-01	-6.6267269e-01
1.9410164e+09	-1.7032602e-01	-6.6267844e-01
1.9410170e+09	-1.7060051e-01	-6.6257010e-01
1.9410176e+09	-1.7068538e-01	-6.6243967e-01
1.9410182e+09	-1.7093069e-01	-6.6232577e-01
1.9410188e+09	-1.7121773e-01	-6.6225870e-01
1.9410194e+09	-1.7155807e-01	-6.6197824e-01
1.9410200e+09	-1.7182338e-01	-6.6205424e-01
1.9410206e+09	-1.7222606e-01	-6.6172724e-01
1.9410212e+09	-1.7222027e-01	-6.6195161e-01
1.9410218e+09	-1.7248748e-01	-6.6177298e-01
1.9410224e+09	-1.7256787e-01	-6.6174917e-01
1.9410230e+09	-1.7328447e-01	-6.6148927e-01
1.9410236e+09	-1.7325874e-01	-6.6157480e-01
1.9410242e+09	-1.7347673e-01	-6.6140345e-01
1.9410248e+09	-1.7380847e-01	-6.6131052e-01
1.9410254e+09	-1.7395666e-01	-6.6094604e-01
1.9410260e+09	-1.7408129e-01	-6.6105997e-01
1.9410266e+09	-1.7457885e-01	-6.6109873e-01
1.9410272e+09	-1.7496152e-01	-6.6059032e-01
1.9410278e+09	-1.7510719e-01	-6.6046924e-01
1.9410284e+09	-1.7517890e-01	-6.6049706e-01
1.9410290e+09	-1.7540176e-01	-6.6064910e-01
1.9410296e+09	-1.7565218e-01	-6.6048211e-01
1.9410302e+09	-1.7597540e-01	-6.6040006e-01
1.9410308e+09	-1.7616288e-01	-6.6037108e-01
1.9410314e+09	-1.7669274e-01	-6.5993761e-01
1.9410320e+09	-1.7679629e-01	-6.6002350e-01
1.9410326e+09	-1.7707381e-01	-6.6005740e-01
1.9410332e+09	-1.7726948e-01	-6.5990481e-01
1.9410338e+09	-1.7756391e-01	-6.5976524e-01
1.9410344e+09	-1.7789604e-01	-6.5956174e-01
1.9410350e+09	-1.7790232e-01	-6.5954347e-01
1.9410356e+09	-1.7840872e-01	-6.5944955e-01
1.9410362e+09	-1.7859552e-01	-6.5948032e-01
1.9410368e+09	-1.7884168e-01	-6.5931413e-01
1.9410374e+09	-1.7896843e-01	-6.5908261e-01
1.9410380e+09	-1.7924290e-01	-6.5909847e-01
1.9410386e+09	-1.7942930e-01	-6.5919669e-01
1.9410392e+09	-1.7947955e-01	-6.5887203e-01
1.9410398e+09	-1.7999738e-01	-6.5867787e-01
1.9410404e+09	-1.7999006e-01	-6.5916704e-01
1.9410410e+09	-1.8047522e-01	-6.5868958e-01
1.9410416e+09	-1.8051122e-01	-6.5856882e-01
1.9410422e+09	-1.8090853e-01	-6.5835602e-01
1.9410428e+09	-1.8108294e-01	-6.5811198e-01
1.9410434e+09	-1.8144754e-01	-6.5817896e-01
1.9410440e+09	-1.8151659e-01	-6.5807646e-01
1.9410446e+09	-1.8162154e-01	-6.5829212e-01
1.9410452e+09	-1.8225693e-01	-6.5778591e-01
1.9410458e+09	-1.8235973e-01	-6.5783303e-01
1.9410464e+09	-1.8269316e-01	-6.5755518e-01
1.9410470e+09	-1.8282621e-01	-6.5770383e-01
1.9410476e+09	-1.8304542e-01	-6.5755330e-01
1.9410482e+09	-1.8317623e-01	-6.5749938e-01
1.9410488e+09	-1.8330085e-01	-6.5749657e-01
1.9410494e+09	-1.8416073e-01	-6.5698316e-01
1.9410500e+09	-1.8393192e-01	-6.5720181e-01
1.9410506e+09	-1.8423358e-01	-6.5717769e-01
1.9410512e+09	-1.8451156e-01	-6.5690698e-01
1.9410518e+09	-1.8468289e-01	-6.5681366e-01
1.9410524e+09	-1.8510691e-01	-6.5676365e-01
1.9410530e+09	-1.8519282e-01	-6.5653872e-01
1.9410536e+09	-1.8553396e-01	-6.5633318e-01
1.9410542e+09	-1.8580858e-01	-6.5640280e-01
1.9410548e+09	-1.8583307e-01	-6.5649612e-01
1.9410554e+09	-1.8637741e-01	-6.5614622e-01
1.9410560e+09	-1.8637972e-01	-6.5605516e-01
1.9410566e+09	-1.8646578e-01	-6.5624699e-01
1.9410572e+09	-1.8706638e-01	-6.5583698e-01
1.9410578e+09	-1.8723753e-01	-6.5580728e-01
1.9410584e+09	-1.8759226e-01	-6.5570085e-01
1.9410590e+09	-1.8772249e-01	-6.5577552e-01
1.9410596e+09	-1.8801422e-01	-6.5559443e-01
1.9410602e+09	-1.8823928e-01	-6.5538692e-01
1.9410608e+09	-1.8848594e-01	-6.5523649e-01
1.9410614e+09	-1.8871192e-01	-6.5538589e-01
1.9410620e+09	-1.8905718e-01	-6.5512285e-01
1.9410626e+09	-1.8924260e-01	-6.5491054e-01
1.9410632e+09	-1.8934837e-01	-6.5474013e-01
1.9410638e+09	-1.8991307e-01	-6.5458424e-01
1.9410644e+09	-1.8988247e-01	-6.5480619e-01
1.9410650e+09	-1.9026651e-01	-6.5453072e-01
1.9410656e+09	-1.9034016e-01	-6.5459911e-01
1.9410662e+09	-1.9075815e-01	-6.5413592e-01
1.9410668e+09	-1.9078378e-01	-6.5436817e-01
1.9410674e+09	-1.9116591e-01	-6.5399003e-01
1.9410680e+09	-1.9159001e-01	-6.5401237e-01
1.9410686e+09	-1.9162467e-01	-6.5398836e-01
1.9410692e+09	-1.9171182e-01	-6.5390389e-01
1.9410698e+09	-1.9205267e-01	-6.5376506e-01
1.9410704e+09	-1.9242165e-01	-6.5370163e-01
1.9410710e+09	-1.9254182e-01	-6.5359423e-01
1.9410716e+09	-1.9300632e-01	-6.5333691e-01
1.9410722e+09	-1.9320079e-01	-6.5324469e-01
1.9410728e+09	-1.9366485e-01	-6.5291711e-01
1.9410734e+09	-1.9363004e-01	-6.5323859e-01
1.9410740e+09	-1.9371140e-01	-6.5324551e-01
1.9410746e+09	-1.9410650e-01	-6.5304450e-01
1.9410752e+09	-1.9432778e-01	-6.5282009e-01
1.9410758e+09	-1.9459814e-01	-6.5267289e-01
1.9410764e+09	-1.9495921e-01	-6.5229196e-01
1.9410770e+09	-1.9508502e-01	-6.5231528e-01
1.9410776e+09	-1.9532108e-01	-6.5249622e-01
1.9410782e+09	-1.9557917e-01	-6.5226325e-01
1.9410788e+09	-1.9565832e-01	-6.5207059e-01
1.9410794e+09	-1.9612835e-01	-6.5178460e-01
1.9410800e+09	-1.9632710e-01	-6.5202027e-01
1.9410806e+09	-1.9650454e-01	-6.5188294e-01
1.9410812e+09	-1.9679576e-01	-6.5180266e-01
1.9410818e+09	-1.9701258e-01	-6.5170644e-01
1.9410824e+09	-1.9737765e-01	-6.5157235e-01
1.9410830e+09	-1.9770996e-01	-6.5148673e-01
1.9410836e+09	-1.9797062e-01	-6.5122579e-01
1.9410842e+09	-1.9779500e-01	-6.5133738e-01
1.9410848e+09	-1.9831155e-01	-6.5124133e-01
1.9410854e+09	-1.9859307e-01	-6.5067716e-01
1.9410860e+09	-1.9863506e-01	-6.5090263e-01
1.9410866e+09	-1.9908563e-01	-6.5080451e-01
1.9410872e+09	-1.9953806e-01	-6.5057532e-01
1.9410878e+09	-1.9955663e-01	-6.5058189e-01
1.9410884e+09	-1.9972741e-01	-6.5034510e-01
1.9410890e+09	-2.0012321e-01	-6.5000085e-01
1.9410896e+09	-2.0020842e-01	-6.5009328e-01
1.9410902e+09	-2.0070190e-01	-6.4999920e-01
1.9410908e+09	-2.0081098e-01	-6.5000722e-01
1.9410914e+09	-2.0113837e-01	-6.4990457e-01
1.9410920e+09	-2.0137516e-01	-6.4954543e-01
1.9410926e+09	-2.0133042e-01	-6.4973648e-01
1.9410932e+09	-2.0189047e-01	-6.4917707e-01
1.9410938e+09	-2.0206109e-01	-6.4927888e-01
1.9410944e+09	-2.0236428e-01	-6.4923643e-01
1.9410950e+09	-2.0254280e-01	-6.4898881e-01
1.9410956e+09	-2.0290810e-01	-6.4893601e-01
1.9410962e+09	-2.0303126e-01	-6.4892983e-01
1.9410968e+09	-2.0333984e-01	-6.4875508e-01
1.9410974e+09	-2.0351037e-01	-6.4880262e-01
1.9410980e+09	-2.0391024e-01	-6.4848715e-01
1.9410986e+09	-2.0399677e-01	-6.4850791e-01
1.9410992e+09	-2.0426309e-01	-6.4822376e-01
1.9410998e+09	-2.0435568e-01	-6.4815606e-01
1.9411004e+09	-2.0487147e-01	-6.4804893e-01
1.9411010e+09	-2.0503315e-01	-6.4799515e-01
1.9411016e+09	-2.0531570e-01	-6.4747711e-01
1.9411022e+09	-2.0541042e-01	-6.4772171e-01
1.9411028e+09	-2.0570595e-01	-6.4765412e-01
1.9411034e+09	-2.0602504e-01	-6.4725772e-01
1.9411040e+09	-2.0647435e-01	-6.4750324e-01
1.9411046e+09	-2.0662080e-01	-6.4731915e-01
1.9411052e+09	-2.0673621e-01	-6.4710090e-01
1.9411058e+09	-2.0722502e-01	-6.4708585e-01
1.9411064e+09	-2.0740452e-01	-6.4675886e-01
1.9411070e+09	-2.0748108e-01	-6.4705014e-01
1.9411076e+09	-2.0801812e-01	-6.4661020e-01
1.9411082e+09	-2.0812569e-01	-6.4649313e-01
1.9411088e+09	-2.0842256e-01	-6.4639955e-01
1.9411094e+09	-2.0851094e-01	-6.4618894e-01
1.9411100e+09	-2.0881499e-01	-6.4618240e-01
1.9411106e+09	-2.0914656e-01	-6.4603337e-01
1.9411112e+09	-2.0937212e-01	-6.4599346e-01
1.9411118e+09	-2.0937279e-01	-6.4602066e-01
1.9411124e+09	-2.0971009e-01	-6.4567159e-01
1.9411130e+09	-2.1000572e-01	-6.4567210e-01
1.9411136e+09	-2.1019662e-01	-6.4540848e-01
1.9411142e+09	-2.1061114e-01	-6.4512774e-01
1.9411148e+09	-2.1089128e-01	-6.4518859e-01
1.9411154e+09	-2.1087304e-01	-6.4514982e-01
1.9411160e+09	-2.1122125e-01	-6.4511432e-01
1.9411166e+09	-2.1148370e-01	-6.4483754e-01
1.9411172e+09	-2.1158286e-01	-6.4492059e-01
1.9411178e+09	-2.1217425e-01	-6.4466809e-01
1.9411184e+09	-2.1237951e-01	-6.4452586e-01
1.9411190e+09	-2.1287608e-01	-6.4424732e-01
1.9411196e+09	-2.1285142e-01	-6.4400750e-01
1.9411202e+09	-2.1285045e-01	-6.4430087e-01
1.9411208e+09	-2.1344171e-01	-6.4388751e-01
1.9411214e+09	-2.1354817e-01	-6.4396849e-01
1.9411220e+09	-2.1370389e-01	-6.4365134e-01
1.9411226e+09	-2.1399539e-01	-6.4357039e-01
1.9411232e+09	-2.1442171e-01	-6.4358713e-01
1.9411238e+09	-2.1477915e-01	-6.4341553e-01
1.9411244e+09	-2.1480559e-01	-6.4324466e-01
1.9411250e+09	-2.1505096e-01	-6.4335151e-01
1.9411256e+09	-2.1507387e-01	-6.4317575e-01
1.9411262e+09	-2.1547758e-01	-6.4280731e-01
1.9411268e+09	-2.1567593e-01	-6.4271791e-01
1.9411274e+09	-2.1639555e-01	-6.4233242e-01
1.9411280e+09	-2.1644548e-01	-6.4244226e-01
1.9411286e+09	-2.1684321e-01	-6.4253828e-01
1.9411292e+09	-2.1669050e-01	-6.4229959e-01
1.9411298e+09	-2.1710924e-01	-6.4222936e-01
1.9411304e+09	-2.1735365e-01	-6.4193970e-01
1.9411310e+09	-2.1750962e-01	-6.4162194e-01
1.9411316e+09	-2.1800662e-01	-6.4164825e-01
1.9411322e+09	-2.1816706e-01	-6.4161320e-01
1.9411328e+09	-2.1837874e-01	-6.4130093e-01
1.9411334e+09	-2.1855305e-01	-6.4129539e-01
1.9411340e+09	-2.1881497e-01	-6.4125182e-01
1.9411346e+09	-2.1922846e-01	-6.4089033e-01
1.9411352e+09	-2.1915808e-01	-6.4136289e-01
1.9411358e+09	-2.1945799e-01	-6.4096595e-01
1.9411364e+09	-2.1976906e-01	-6.4095268e-01
1.9411370e+09	-2.2022439e-01	-6.4054000e-01
1.9411376e+09	-2.2027937e-01	-6.4041304e-01
1.9411382e+09	-2.2077979e-01	-6.4022922e-01
1.9411388e+09	-2.2091928e-01	-6.4027428e-01
1.9411394e+09	-2.2106202e-01	-6.4019461e-01
1.9411400e+09	-2.2134472e-01	-6.3998680e-01
1.9411406e+09	-2.2148316e-01	-6.3962213e-01
1.9411412e+09	-2.2188374e-01	-6.3980583e-01
1.9411418e+09	-2.2189983e-01	-6.3975325e-01
1.9411424e+09	-2.2250231e-01	-6.3921677e-01
1.9411430e+09	-2.2269594e-01	-6.3921849e-01
1.9411436e+09	-2.2304267e-01	-6.3933281e-01
1.9411442e+09	-2.2342736e-01	-6.3879738e-01
1.9411448e+09	-2.2336206e-01	-6.3901181e-01
1.9411454e+09	-2.2376828e-01	-6.3871480e-01
1.9411460e+09	-2.2361740e-01	-6.3878550e-01
1.9411466e+09	-2.2401387e-01	-6.3852339e-01
1.9411472e+09	-2.2418583e-01	-6.3842305e-01
1.9411478e+09	-2.2450931e-01	-6.3828167e-01
1.9411484e+09	-2.2488542e-01	-6.3834535e-01
1.9411490e+09	-2.2518951e-01	-6.3801395e-01
1.9411496e+09	-2.2559152e-01	-6.3775477e-01
1.9411502e+09	-2.2568757e-01	-6.3758518e-01
1.9411508e+09	-2.2599746e-01	-6.3763834e-01
1.9411514e+09	-2.2598565e-01	-6.3743226e-01
1.9411520e+09	-2.2654472e-01	-6.3729890e-01
1.9411526e+09	-2.2646059e-01	-6.3726769e-01
1.9411532e+09	-2.2711155e-01	-6.3703658e-01
1.9411538e+09	-2.2696863e-01	-6.3705303e-01
1.9411544e+09	-2.2739770e-01	-6.3671084e-01
1.9411550e+09	-2.2754752e-01	-6.3664457e-01
1.9411556e+09	-2.2790552e-01	-6.3658490e-01
1.9411562e+09	-2.2821730e-01	-6.3631813e-01
1.9411568e+09	-2.2836054e-01	-6.3632918e-01
1.9411574e+09	-2.2867896e-01	-6.3609502e-01
1.9411580e+09	-2.2889133e-01	-6.3615654e-01
1.9411586e+09	-2.2933774e-01	-6.3579351e-01
1.9411592e+09	-2.2939945e-01	-6.3575135e-01
1.9411598e+09	-2.2970617e-01	-6.3569196e-01
1.9411604e+09	-2.2997287e-01	-6.3557992e-01
1.9411610e+09	-2.3027928e-01	-6.3533145e-01
1.9411616e+09	-2.3062567e-01	-6.3503266e-01
1.9411622e+09	-2.3055228e-01	-6.3496055e-01
1.9411628e+09	-2.3081695e-01	-6.3478636e-01
1.9411634e+09	-2.3129883e-01	-6.3481789e-01
1.9411640e+09	-2.3146364e-01	-6.3462144e-01
1.9411646e+09	-2.3180973e-01	-6.3476316e-01
1.9411652e+09	-2.3186098e-01	-6.3461572e-01
1.9411658e+09	-2.3232900e-01	-6.3410931e-01
1.9411664e+09	-2.3262999e-01	-6.3415898e-01
1.9411670e+09	-2.3262104e-01	-6.3391339e-01
1.9411676e+09	-2.3285465e-01	-6.3391693e-01
1.9411682e+09	-2.3320772e-01	-6.3361268e-01
1.9411688e+09	-2.3339729e-01	-6.3355455e-01
1.9411694e+09	-2.3386757e-01	-6.3345312e-01
1.9411700e+09	-2.3400506e-01	-6.3315706e-01
1.9411706e+09	-2.3421240e-01	-6.3298740e-01
1.9411712e+09	-2.3445599e-01	-6.3301166e-01
1.9411718e+09	-2.3477986e-01	-6.3287822e-01
1.9411724e+09	-2.3519127e-01	-6.3244322e-01
1.9411730e+09	-2.3500903e-01	-6.3259665e-01
1.9411736e+09	-2.3552993e-01	-6.3259037e-01
1.9411742e+09	-2.3560549e-01	-6.3218220e-01
1.9411748e+09	-2.3614536e-01	-6.3198046e-01
1.9411754e+09	-2.3617894e-01	-6.3205968e-01
1.9411760e+09	-2.3666661e-01	-6.3170407e-01
1.9411766e+09	-2.3655384e-01	-6.3208268e-01
1.9411772e+09	-2.3706376e-01	-6.3157494e-01
1.9411778e+09	-2.3719516e-01	-6.3138279e-01
1.9411784e+09	-2.3757304e-01	-6.3131770e-01
1.9411790e+09	-2.3774773e-01	-6.3131351e-01
1.9411796e+09	-2.3789277e-01	-6.3092856e-01
1.9411802e+09	-2.3834985e-01	-6.3086895e-01
1.9411808e+09	-2.3857035e-01	-6.3061848e-01
1.9411814e+09	-2.3901007e-01	-6.3044099e-01
1.9411820e+09	-2.3927377e-01	-6.3009208e-01
1.9411826e+09	-2.3956412e-01	-6.3018304e-01
1.9411832e+09	-2.3970724e-01	-6.3016607e-01
1.9411838e+09	-2.3988067e-01	-6.2970077e-01
1.9411844e+09	-2.4014602e-01	-6.2964821e-01
1.9411850e+09	-2.4041650e-01	-6.2971976e-01
1.9411856e+09	-2.4065299e-01	-6.2966647e-01
1.9411862e+09	-2.4096689e-01	-6.2938650e-01
1.9411868e+09	-2.4127192e-01	-6.2886838e-01
1.9411874e+09	-2.4102389e-01	-6.2913471e-01
1.9411880e+09	-2.4173328e-01	-6.2864317e-01
1.9411886e+09	-2.4195926e-01	-6.2857154e-01
1.9411892e+09	-2.4242137e-01	-6.2873757e-01
1.9411898e+09	-2.4234698e-01	-6.2836107e-01
1.9411904e+09	-2.4274852e-01	-6.2845494e-01
1.9411910e+09	-2.4287897e-01	-6.2815150e-01
1.9411916e+09	-2.4323525e-01	-6.2794816e-01
1.9411922e+09	-2.4342480e-01	-6.2786629e-01
1.9411928e+09	-2.4371814e-01	-6.2768930e-01
1.9411934e+09	-2.4410755e-01	-6.2770413e-01
1.9411940e+09	-2.4426255e-01	-6.2749724e-01
1.9411946e+09	-2.4457445e-01	-6.2726790e-01
1.9411952e+09	-2.4471792e-01	-6.2693664e-01
1.9411958e+09	-2.4507358e-01	-6.2690335e-01
1.9411964e+09	-2.4511100e-01	-6.2669417e-01
1.9411970e+09	-2.4565495e-01	-6.2659592e-01
1.9411976e+09	-2.4572663e-01	-6.2657062e-01
1.9411982e+09	-2.4607976e-01	-6.2606974e-01
1.9411988e+09	-2.4639363e-01	-6.2617971e-01
1.9411994e+09	-2.4643106e-01	-6.2613890e-01
1.9412000e+09	-2.4684665e-01	-6.2584854e-01
1.9412006e+09	-2.4709198e-01	-6.2541794e-01
1.9412012e+09	-2.4738365e-01	-6.2557168e-01
1.9412018e+09	-2.4755691e-01	-6.2541509e-01
1.9412024e+09	-2.4784725e-01	-6.2525355e-01
1.9412030e+09	-2.4808130e-01	-6.2490367e-01
1.9412036e+09	-2.4851521e-01	-6.2489333e-01
1.9412042e+09	-2.4876969e-01	-6.2442037e-01
