# Source ADC	Temp 100.0 mK	PDUT -80.0 dBm
# BW 1.0 Hz	rate 1.0000e+00 MHz	rang (5, 5)
# LER1944	PSG 4.5	PRF -4.0
# AttVDUT 12006210005 30.5 dB	AttVIQ 12201130093 26.75 dB
# LOAtt 4.5 dB	InAtt 12.0 dB	OutAtt 7.1 dB
# LNA 30.0 dB	RTA 80.0 dB	DC 5.0
# Rigol 	ch 3	0.027 W	2.08 V	0.013 A
# Mixer	Name: polyphase	
# CLoss: -1.2	AInvalance: -0.07	IOffset: 0.0003	
# QOffset: 0.0001	PhError: -0.002	
# BBCON	Tbb 10.0 K	Success	P0.003 I1.0 D1.0
#
Freq(Hz) 	 I(V) 	 Q(V)
1.9417801e+09	-3.1944732e-01	-1.0668645e-01
1.9417807e+09	-3.1837212e-01	-1.0575322e-01
1.9417813e+09	-3.1744447e-01	-1.0495864e-01
1.9417819e+09	-3.1595602e-01	-1.0385568e-01
1.9417825e+09	-3.1476495e-01	-1.0283030e-01
1.9417831e+09	-3.1323256e-01	-1.0164154e-01
1.9417837e+09	-3.1205965e-01	-1.0108657e-01
1.9417843e+09	-3.1049416e-01	-9.9871974e-02
1.9417849e+09	-3.0927289e-01	-9.8849228e-02
1.9417855e+09	-3.0835273e-01	-9.8193382e-02
1.9417861e+09	-3.0629470e-01	-9.6823770e-02
1.9417867e+09	-3.0530168e-01	-9.6065382e-02
1.9417873e+09	-3.0360697e-01	-9.4937363e-02
1.9417879e+09	-3.0254148e-01	-9.4106846e-02
1.9417885e+09	-3.0086433e-01	-9.3329552e-02
1.9417891e+09	-2.9980951e-01	-9.2325805e-02
1.9417897e+09	-2.9814534e-01	-9.1198437e-02
1.9417903e+09	-2.9691632e-01	-9.0266212e-02
1.9417909e+09	-2.9545703e-01	-8.9688406e-02
1.9417915e+09	-2.9441147e-01	-8.8701372e-02
1.9417921e+09	-2.9225625e-01	-8.7234660e-02
1.9417927e+09	-2.9079395e-01	-8.6373429e-02
1.9417933e+09	-2.8869380e-01	-8.5589443e-02
1.9417939e+09	-2.8778128e-01	-8.4779466e-02
1.9417945e+09	-2.8629763e-01	-8.3827299e-02
1.9417951e+09	-2.8533222e-01	-8.3161613e-02
1.9417957e+09	-2.8347470e-01	-8.2264919e-02
1.9417963e+09	-2.8205477e-01	-8.1668852e-02
1.9417969e+09	-2.8055694e-01	-8.0532845e-02
1.9417975e+09	-2.7886340e-01	-7.9605571e-02
1.9417981e+09	-2.7777242e-01	-7.8543263e-02
1.9417987e+09	-2.7564995e-01	-7.8168039e-02
1.9417993e+09	-2.7450911e-01	-7.7285037e-02
1.9417999e+09	-2.7271724e-01	-7.6117336e-02
1.9418005e+09	-2.7167203e-01	-7.5611678e-02
1.9418011e+09	-2.6946216e-01	-7.4879996e-02
1.9418017e+09	-2.6809822e-01	-7.3687298e-02
1.9418023e+09	-2.6585164e-01	-7.2996484e-02
1.9418029e+09	-2.6468127e-01	-7.2373483e-02
1.9418035e+09	-2.6380808e-01	-7.1625506e-02
1.9418041e+09	-2.6178006e-01	-7.0777053e-02
1.9418047e+09	-2.5968625e-01	-6.9997919e-02
1.9418053e+09	-2.5832314e-01	-6.9222576e-02
1.9418059e+09	-2.5651889e-01	-6.8746000e-02
1.9418065e+09	-2.5455936e-01	-6.7887304e-02
1.9418071e+09	-2.5244136e-01	-6.7093414e-02
1.9418077e+09	-2.5115743e-01	-6.6687388e-02
1.9418083e+09	-2.4974560e-01	-6.5898271e-02
1.9418089e+09	-2.4796507e-01	-6.4924292e-02
1.9418095e+09	-2.4625590e-01	-6.4239218e-02
1.9418101e+09	-2.4453050e-01	-6.3629698e-02
1.9418107e+09	-2.4248738e-01	-6.2796672e-02
1.9418113e+09	-2.4100594e-01	-6.2167663e-02
1.9418119e+09	-2.3972586e-01	-6.1770695e-02
1.9418125e+09	-2.3778702e-01	-6.0888132e-02
1.9418131e+09	-2.3583084e-01	-6.0334836e-02
1.9418137e+09	-2.3416445e-01	-5.9732827e-02
1.9418143e+09	-2.3261541e-01	-5.9274967e-02
1.9418149e+09	-2.3065068e-01	-5.8712695e-02
1.9418155e+09	-2.2850422e-01	-5.8146188e-02
1.9418161e+09	-2.2667032e-01	-5.7350580e-02
1.9418167e+09	-2.2501843e-01	-5.6772817e-02
1.9418173e+09	-2.2295443e-01	-5.6258856e-02
1.9418179e+09	-2.2151754e-01	-5.5733936e-02
1.9418185e+09	-2.1941596e-01	-5.5380651e-02
1.9418191e+09	-2.1743504e-01	-5.4758230e-02
1.9418197e+09	-2.1644365e-01	-5.4140723e-02
1.9418203e+09	-2.1377452e-01	-5.3490707e-02
1.9418209e+09	-2.1164551e-01	-5.3223874e-02
1.9418215e+09	-2.0964463e-01	-5.2750132e-02
1.9418221e+09	-2.0820835e-01	-5.2403729e-02
1.9418227e+09	-2.0651850e-01	-5.2032495e-02
1.9418233e+09	-2.0442764e-01	-5.1668114e-02
1.9418239e+09	-2.0294264e-01	-5.1053194e-02
1.9418245e+09	-2.0050343e-01	-5.0764164e-02
1.9418251e+09	-1.9881507e-01	-5.0089480e-02
1.9418257e+09	-1.9739397e-01	-4.9860466e-02
1.9418263e+09	-1.9490853e-01	-4.9576341e-02
1.9418269e+09	-1.9298847e-01	-4.9305304e-02
1.9418275e+09	-1.9064475e-01	-4.8902921e-02
1.9418281e+09	-1.8908067e-01	-4.8360007e-02
1.9418287e+09	-1.8771412e-01	-4.8168757e-02
1.9418293e+09	-1.8480241e-01	-4.8238406e-02
1.9418299e+09	-1.8294828e-01	-4.7493798e-02
1.9418305e+09	-1.8120230e-01	-4.7394056e-02
1.9418311e+09	-1.7913357e-01	-4.7070355e-02
1.9418317e+09	-1.7737686e-01	-4.6567576e-02
1.9418323e+09	-1.7505855e-01	-4.6431672e-02
1.9418329e+09	-1.7356626e-01	-4.6076632e-02
1.9418335e+09	-1.7169006e-01	-4.6099436e-02
1.9418341e+09	-1.6834139e-01	-4.5800209e-02
1.9418347e+09	-1.6757200e-01	-4.5833413e-02
1.9418353e+09	-1.6480103e-01	-4.5705653e-02
1.9418359e+09	-1.6288216e-01	-4.5530111e-02
1.9418365e+09	-1.6179486e-01	-4.5329393e-02
1.9418371e+09	-1.5927657e-01	-4.5022849e-02
1.9418377e+09	-1.5642619e-01	-4.5282574e-02
1.9418383e+09	-1.5497336e-01	-4.4902385e-02
1.9418389e+09	-1.5343269e-01	-4.4884094e-02
1.9418395e+09	-1.5094251e-01	-4.4755599e-02
1.9418401e+09	-1.4943664e-01	-4.4835568e-02
1.9418407e+09	-1.4643370e-01	-4.4963324e-02
1.9418413e+09	-1.4422233e-01	-4.4726049e-02
1.9418419e+09	-1.4307016e-01	-4.4718126e-02
1.9418425e+09	-1.4064750e-01	-4.4717768e-02
1.9418431e+09	-1.3844549e-01	-4.4886526e-02
1.9418437e+09	-1.3661274e-01	-4.4616558e-02
1.9418443e+09	-1.3433383e-01	-4.4883548e-02
1.9418449e+09	-1.3302294e-01	-4.4981401e-02
1.9418455e+09	-1.3070351e-01	-4.5168771e-02
1.9418461e+09	-1.2877769e-01	-4.5020806e-02
1.9418467e+09	-1.2616780e-01	-4.5337293e-02
1.9418473e+09	-1.2434724e-01	-4.5371889e-02
1.9418479e+09	-1.2213791e-01	-4.5698314e-02
1.9418485e+09	-1.2010246e-01	-4.5901473e-02
1.9418491e+09	-1.1615972e-01	-4.6301956e-02
1.9418497e+09	-1.1584947e-01	-4.6268553e-02
1.9418503e+09	-1.1317619e-01	-4.6436389e-02
1.9418509e+09	-1.1142752e-01	-4.6327441e-02
1.9418515e+09	-1.0944434e-01	-4.7079388e-02
1.9418521e+09	-1.0783518e-01	-4.6829132e-02
1.9418527e+09	-1.0520702e-01	-4.7304010e-02
1.9418533e+09	-1.0255178e-01	-4.7690130e-02
1.9418539e+09	-1.0074721e-01	-4.8119424e-02
1.9418545e+09	-9.9124204e-02	-4.8439079e-02
1.9418551e+09	-9.7406146e-02	-4.8421916e-02
1.9418557e+09	-9.5043653e-02	-4.9188253e-02
1.9418563e+09	-9.2936723e-02	-4.9508894e-02
1.9418569e+09	-9.0635307e-02	-4.9638848e-02
1.9418575e+09	-8.8544028e-02	-4.9919359e-02
1.9418581e+09	-8.6710972e-02	-5.0581554e-02
1.9418587e+09	-8.4829343e-02	-5.0939823e-02
1.9418593e+09	-8.2597609e-02	-5.1484815e-02
1.9418599e+09	-8.0811712e-02	-5.1673970e-02
1.9418605e+09	-7.9033729e-02	-5.2084231e-02
1.9418611e+09	-7.7073621e-02	-5.2672593e-02
1.9418617e+09	-7.4516334e-02	-5.3264154e-02
1.9418623e+09	-7.1685146e-02	-5.4032937e-02
1.9418629e+09	-7.0017322e-02	-5.4838362e-02
1.9418635e+09	-6.7868302e-02	-5.5033948e-02
1.9418641e+09	-6.5629162e-02	-5.5799650e-02
1.9418647e+09	-6.3729978e-02	-5.6425842e-02
1.9418653e+09	-6.1831940e-02	-5.6789395e-02
1.9418659e+09	-5.9266302e-02	-5.7572245e-02
1.9418665e+09	-5.7740618e-02	-5.8082078e-02
1.9418671e+09	-5.6155951e-02	-5.8637263e-02
1.9418677e+09	-5.3256255e-02	-5.9513273e-02
1.9418683e+09	-5.1839470e-02	-5.9983265e-02
1.9418689e+09	-4.9569688e-02	-6.0590737e-02
1.9418695e+09	-4.7685573e-02	-6.1289012e-02
1.9418701e+09	-4.5761772e-02	-6.2387944e-02
1.9418707e+09	-4.3886382e-02	-6.3105614e-02
1.9418713e+09	-4.1724687e-02	-6.3750289e-02
1.9418719e+09	-3.9551991e-02	-6.4490143e-02
1.9418725e+09	-3.7833981e-02	-6.5064143e-02
1.9418731e+09	-3.6185741e-02	-6.5959698e-02
1.9418737e+09	-3.4070031e-02	-6.6845867e-02
1.9418743e+09	-3.2106763e-02	-6.7571632e-02
1.9418749e+09	-2.9734088e-02	-6.8524198e-02
1.9418755e+09	-2.7709686e-02	-6.9677499e-02
1.9418761e+09	-2.5432561e-02	-7.0689332e-02
1.9418767e+09	-2.1942692e-02	-7.2600284e-02
1.9418773e+09	-2.1666255e-02	-7.2491652e-02
1.9418779e+09	-1.9930978e-02	-7.3313474e-02
1.9418785e+09	-1.7958035e-02	-7.4162974e-02
1.9418791e+09	-1.5895642e-02	-7.5270194e-02
1.9418797e+09	-1.4113188e-02	-7.6367093e-02
1.9418803e+09	-1.2126536e-02	-7.7334955e-02
1.9418809e+09	-1.0665526e-02	-7.7888914e-02
1.9418815e+09	-7.7608350e-03	-7.9642912e-02
1.9418821e+09	-6.9195263e-03	-7.9964288e-02
1.9418827e+09	-4.3306999e-03	-8.1668117e-02
1.9418833e+09	-2.4783679e-03	-8.2679675e-02
1.9418839e+09	-1.3035716e-03	-8.3350061e-02
1.9418845e+09	1.0020148e-03	-8.4582238e-02
1.9418851e+09	2.7606749e-03	-8.5728910e-02
1.9418857e+09	4.3211403e-03	-8.6851137e-02
1.9418863e+09	6.1575367e-03	-8.7936713e-02
1.9418869e+09	7.8227244e-03	-8.8936562e-02
1.9418875e+09	9.7664329e-03	-9.0151407e-02
1.9418881e+09	1.1481444e-02	-9.1179759e-02
1.9418887e+09	1.3516535e-02	-9.2545641e-02
1.9418893e+09	1.5290069e-02	-9.4011080e-02
1.9418899e+09	1.7037542e-02	-9.4999801e-02
1.9418905e+09	1.9404151e-02	-9.6725536e-02
1.9418911e+09	2.1426815e-02	-9.8326137e-02
1.9418917e+09	2.2521869e-02	-9.8776855e-02
1.9418923e+09	2.4498903e-02	-1.0032280e-01
1.9418929e+09	2.5720927e-02	-1.0146799e-01
1.9418935e+09	2.7547050e-02	-1.0290492e-01
1.9418941e+09	2.9506320e-02	-1.0395166e-01
1.9418947e+09	3.0875056e-02	-1.0518374e-01
1.9418953e+09	3.2756675e-02	-1.0665744e-01
1.9418959e+09	3.4577352e-02	-1.0836885e-01
1.9418965e+09	3.6197295e-02	-1.0950389e-01
1.9418971e+09	3.7816644e-02	-1.1094342e-01
1.9418977e+09	3.9243867e-02	-1.1207137e-01
1.9418983e+09	4.1311995e-02	-1.1396149e-01
1.9418989e+09	4.2950072e-02	-1.1515704e-01
1.9418995e+09	4.3863905e-02	-1.1618476e-01
1.9419001e+09	4.5707026e-02	-1.1790050e-01
1.9419007e+09	4.7330329e-02	-1.1950155e-01
1.9419013e+09	4.8825815e-02	-1.2057980e-01
1.9419019e+09	5.0689701e-02	-1.2230365e-01
1.9419025e+09	5.2035251e-02	-1.2389148e-01
1.9419031e+09	5.3449235e-02	-1.2516852e-01
1.9419037e+09	5.5199538e-02	-1.2689980e-01
1.9419043e+09	5.7473353e-02	-1.2915721e-01
1.9419049e+09	5.8127942e-02	-1.2968268e-01
1.9419055e+09	5.9518625e-02	-1.3105380e-01
1.9419061e+09	6.0845633e-02	-1.3223495e-01
1.9419067e+09	6.2657120e-02	-1.3459393e-01
1.9419073e+09	6.3635779e-02	-1.3553290e-01
1.9419079e+09	6.4942231e-02	-1.3739531e-01
1.9419085e+09	6.6653097e-02	-1.3906871e-01
1.9419091e+09	6.8017923e-02	-1.4042094e-01
1.9419097e+09	6.9345024e-02	-1.4200729e-01
1.9419103e+09	7.0592996e-02	-1.4386100e-01
1.9419109e+09	7.1932293e-02	-1.4549818e-01
1.9419115e+09	7.3365443e-02	-1.4689755e-01
1.9419121e+09	7.4956790e-02	-1.4884257e-01
1.9419127e+09	7.5916619e-02	-1.5019449e-01
1.9419133e+09	7.7568526e-02	-1.5183753e-01
1.9419139e+09	7.8806328e-02	-1.5369913e-01
1.9419145e+09	7.9867245e-02	-1.5546025e-01
1.9419151e+09	8.1419251e-02	-1.5715095e-01
1.9419157e+09	8.2627524e-02	-1.5893233e-01
1.9419163e+09	8.3437861e-02	-1.6007284e-01
1.9419169e+09	8.4800608e-02	-1.6170328e-01
1.9419175e+09	8.6379477e-02	-1.6391107e-01
1.9419181e+09	8.7612557e-02	-1.6541041e-01
1.9419187e+09	8.8571396e-02	-1.6737491e-01
1.9419193e+09	9.0198638e-02	-1.6973783e-01
1.9419199e+09	9.0816513e-02	-1.7065368e-01
1.9419205e+09	9.1989299e-02	-1.7223030e-01
1.9419211e+09	9.3185152e-02	-1.7450850e-01
1.9419217e+09	9.4376881e-02	-1.7594305e-01
1.9419223e+09	9.5310845e-02	-1.7715636e-01
1.9419229e+09	9.6206136e-02	-1.7905776e-01
1.9419235e+09	9.7230808e-02	-1.8058505e-01
1.9419241e+09	9.8359567e-02	-1.8241361e-01
1.9419247e+09	9.9668781e-02	-1.8466042e-01
1.9419253e+09	1.0017633e-01	-1.8564245e-01
1.9419259e+09	1.0120448e-01	-1.8825968e-01
1.9419265e+09	1.0234391e-01	-1.8965507e-01
1.9419271e+09	1.0323649e-01	-1.9148328e-01
1.9419277e+09	1.0417473e-01	-1.9310674e-01
1.9419283e+09	1.0511439e-01	-1.9464502e-01
1.9419289e+09	1.0628651e-01	-1.9665367e-01
1.9419295e+09	1.0730262e-01	-1.9905666e-01
1.9419301e+09	1.0813597e-01	-2.0026335e-01
1.9419307e+09	1.0927998e-01	-2.0249214e-01
1.9419313e+09	1.0995118e-01	-2.0454693e-01
1.9419319e+09	1.1068519e-01	-2.0626858e-01
1.9419325e+09	1.1146623e-01	-2.0783466e-01
1.9419331e+09	1.1213491e-01	-2.0960311e-01
1.9419337e+09	1.1304573e-01	-2.1134747e-01
1.9419343e+09	1.1398949e-01	-2.1284267e-01
1.9419349e+09	1.1481777e-01	-2.1489483e-01
1.9419355e+09	1.1556891e-01	-2.1687251e-01
1.9419361e+09	1.1628135e-01	-2.1859949e-01
1.9419367e+09	1.1712455e-01	-2.2020670e-01
1.9419373e+09	1.1785329e-01	-2.2262308e-01
1.9419379e+09	1.1838531e-01	-2.2432472e-01
1.9419385e+09	1.1917592e-01	-2.2604532e-01
1.9419391e+09	1.1981913e-01	-2.2815087e-01
1.9419397e+09	1.2057516e-01	-2.2933756e-01
1.9419403e+09	1.2135550e-01	-2.3153546e-01
1.9419409e+09	1.2186145e-01	-2.3333082e-01
1.9419415e+09	1.2238878e-01	-2.3471435e-01
1.9419421e+09	1.2283943e-01	-2.3685338e-01
1.9419427e+09	1.2380847e-01	-2.3891708e-01
1.9419433e+09	1.2442048e-01	-2.4029589e-01
1.9419439e+09	1.2483268e-01	-2.4313532e-01
1.9419445e+09	1.2539833e-01	-2.4421508e-01
1.9419451e+09	1.2598463e-01	-2.4621115e-01
1.9419457e+09	1.2666688e-01	-2.4798335e-01
1.9419463e+09	1.2675811e-01	-2.4997251e-01
1.9419469e+09	1.2735683e-01	-2.5119765e-01
1.9419475e+09	1.2821356e-01	-2.5361339e-01
1.9419481e+09	1.2855062e-01	-2.5507489e-01
1.9419487e+09	1.2901565e-01	-2.5687182e-01
1.9419493e+09	1.2942946e-01	-2.5901111e-01
1.9419499e+09	1.2987018e-01	-2.6042965e-01
1.9419504e+09	1.3044142e-01	-2.6276592e-01
1.9419510e+09	1.3055251e-01	-2.6468716e-01
1.9419516e+09	1.3131969e-01	-2.6622807e-01
1.9419522e+09	1.3164296e-01	-2.6774063e-01
1.9419528e+09	1.3185387e-01	-2.6950220e-01
1.9419534e+09	1.3215531e-01	-2.7118318e-01
1.9419540e+09	1.3295496e-01	-2.7329762e-01
1.9419546e+09	1.3278142e-01	-2.7515112e-01
1.9419552e+09	1.3306322e-01	-2.7739656e-01
1.9419558e+09	1.3341880e-01	-2.7885036e-01
1.9419564e+09	1.3379744e-01	-2.8088067e-01
1.9419570e+09	1.3403877e-01	-2.8245678e-01
1.9419576e+09	1.3469388e-01	-2.8476044e-01
1.9419582e+09	1.3479782e-01	-2.8673259e-01
1.9419588e+09	1.3494619e-01	-2.8795090e-01
1.9419594e+09	1.3534551e-01	-2.8979971e-01
1.9419600e+09	1.3555718e-01	-2.9146342e-01
1.9419606e+09	1.3571094e-01	-2.9332647e-01
1.9419612e+09	1.3594904e-01	-2.9554067e-01
1.9419618e+09	1.3644279e-01	-2.9653805e-01
1.9419624e+09	1.3641427e-01	-2.9809904e-01
1.9419630e+09	1.3654904e-01	-2.9995498e-01
1.9419636e+09	1.3681611e-01	-3.0229064e-01
1.9419642e+09	1.3647521e-01	-3.0404264e-01
1.9419648e+09	1.3689312e-01	-3.0567771e-01
1.9419654e+09	1.3704906e-01	-3.0764181e-01
1.9419660e+09	1.3721209e-01	-3.0922373e-01
1.9419666e+09	1.3734613e-01	-3.1112125e-01
1.9419672e+09	1.3734832e-01	-3.1257811e-01
1.9419678e+09	1.3753081e-01	-3.1443030e-01
1.9419684e+09	1.3721303e-01	-3.1585633e-01
1.9419690e+09	1.3739700e-01	-3.1810024e-01
1.9419696e+09	1.3742454e-01	-3.1949625e-01
1.9419702e+09	1.3766621e-01	-3.2105059e-01
1.9419708e+09	1.3751579e-01	-3.2333301e-01
1.9419714e+09	1.3762855e-01	-3.2515867e-01
1.9419720e+09	1.3766586e-01	-3.2676335e-01
1.9419726e+09	1.3742855e-01	-3.2854445e-01
1.9419732e+09	1.3792324e-01	-3.2989048e-01
1.9419738e+09	1.3766460e-01	-3.3125711e-01
1.9419744e+09	1.3750755e-01	-3.3341944e-01
1.9419750e+09	1.3748281e-01	-3.3460360e-01
1.9419756e+09	1.3728281e-01	-3.3720475e-01
1.9419762e+09	1.3731830e-01	-3.3817024e-01
1.9419768e+09	1.3726303e-01	-3.4044725e-01
1.9419774e+09	1.3729120e-01	-3.4123632e-01
1.9419780e+09	1.3703095e-01	-3.4314737e-01
1.9419786e+09	1.3676954e-01	-3.4560025e-01
1.9419792e+09	1.3696543e-01	-3.4678478e-01
1.9419798e+09	1.3689529e-01	-3.4803821e-01
1.9419804e+09	1.3670015e-01	-3.4980637e-01
1.9419810e+09	1.3672239e-01	-3.5137482e-01
1.9419816e+09	1.3655478e-01	-3.5336936e-01
1.9419822e+09	1.3606725e-01	-3.5537070e-01
1.9419828e+09	1.3617428e-01	-3.5654027e-01
1.9419834e+09	1.3595295e-01	-3.5782061e-01
1.9419840e+09	1.3604223e-01	-3.5925584e-01
1.9419846e+09	1.3532050e-01	-3.6195162e-01
1.9419852e+09	1.3567985e-01	-3.6280866e-01
1.9419858e+09	1.3461715e-01	-3.6484803e-01
1.9419864e+09	1.3461361e-01	-3.6683368e-01
1.9419870e+09	1.3446541e-01	-3.6773640e-01
1.9419876e+09	1.3387305e-01	-3.6971753e-01
1.9419882e+09	1.3408379e-01	-3.7107721e-01
1.9419888e+09	1.3378390e-01	-3.7287414e-01
1.9419894e+09	1.3383345e-01	-3.7367831e-01
1.9419900e+09	1.3282133e-01	-3.7600538e-01
1.9419906e+09	1.3304836e-01	-3.7706290e-01
1.9419912e+09	1.3253533e-01	-3.7877494e-01
1.9419918e+09	1.3249821e-01	-3.7988845e-01
1.9419924e+09	1.3225253e-01	-3.8171745e-01
1.9419930e+09	1.3189560e-01	-3.8321218e-01
1.9419936e+09	1.3170845e-01	-3.8466763e-01
1.9419942e+09	1.3131670e-01	-3.8602192e-01
1.9419948e+09	1.3058134e-01	-3.8813504e-01
1.9419954e+09	1.3077179e-01	-3.8914133e-01
1.9419960e+09	1.3031837e-01	-3.9045833e-01
1.9419966e+09	1.2993487e-01	-3.9197367e-01
1.9419972e+09	1.2977265e-01	-3.9331623e-01
1.9419978e+09	1.2941557e-01	-3.9471181e-01
1.9419984e+09	1.2865655e-01	-3.9655829e-01
1.9419990e+09	1.2846575e-01	-3.9830198e-01
1.9419996e+09	1.2765602e-01	-3.9997595e-01
1.9420002e+09	1.2767235e-01	-4.0099846e-01
1.9420008e+09	1.2717663e-01	-4.0238929e-01
1.9420014e+09	1.2695478e-01	-4.0350566e-01
1.9420020e+09	1.2625733e-01	-4.0522681e-01
1.9420026e+09	1.2594736e-01	-4.0679504e-01
1.9420032e+09	1.2571427e-01	-4.0824578e-01
1.9420038e+09	1.2529877e-01	-4.0953801e-01
1.9420044e+09	1.2472509e-01	-4.1104513e-01
1.9420050e+09	1.2439635e-01	-4.1239537e-01
1.9420056e+09	1.2412644e-01	-4.1358777e-01
1.9420062e+09	1.2378569e-01	-4.1474863e-01
1.9420068e+09	1.2281427e-01	-4.1638039e-01
1.9420074e+09	1.2244983e-01	-4.1826581e-01
1.9420080e+09	1.2233661e-01	-4.1891367e-01
1.9420086e+09	1.2190950e-01	-4.2021059e-01
1.9420092e+09	1.2128769e-01	-4.2175418e-01
1.9420098e+09	1.2077113e-01	-4.2272638e-01
1.9420104e+09	1.1981094e-01	-4.2481064e-01
1.9420110e+09	1.1948740e-01	-4.2589903e-01
1.9420116e+09	1.1906215e-01	-4.2716418e-01
1.9420122e+09	1.1853485e-01	-4.2852341e-01
1.9420128e+09	1.1786527e-01	-4.2992520e-01
1.9420134e+09	1.1756631e-01	-4.3133904e-01
1.9420140e+09	1.1769892e-01	-4.3243197e-01
1.9420146e+09	1.1639468e-01	-4.3361529e-01
1.9420152e+09	1.1617264e-01	-4.3475749e-01
1.9420158e+09	1.1568199e-01	-4.3627525e-01
1.9420164e+09	1.1533480e-01	-4.3753303e-01
1.9420170e+09	1.1402138e-01	-4.3927957e-01
1.9420176e+09	1.1423563e-01	-4.3949625e-01
1.9420182e+09	1.1371881e-01	-4.4102044e-01
1.9420188e+09	1.1305626e-01	-4.4256557e-01
1.9420194e+09	1.1220688e-01	-4.4402654e-01
1.9420200e+09	1.1174408e-01	-4.4519304e-01
1.9420206e+09	1.1121586e-01	-4.4618871e-01
1.9420212e+09	1.1123100e-01	-4.4742986e-01
1.9420218e+09	1.1037966e-01	-4.4825055e-01
1.9420224e+09	1.0933390e-01	-4.4975627e-01
1.9420230e+09	1.0912849e-01	-4.5114982e-01
1.9420236e+09	1.0887755e-01	-4.5192973e-01
1.9420242e+09	1.0798008e-01	-4.5322186e-01
1.9420248e+09	1.0754585e-01	-4.5447560e-01
1.9420254e+09	1.0658886e-01	-4.5585243e-01
1.9420260e+09	1.0657576e-01	-4.5673103e-01
1.9420266e+09	1.0545217e-01	-4.5792131e-01
1.9420272e+09	1.0454408e-01	-4.5969291e-01
1.9420278e+09	1.0452700e-01	-4.6025186e-01
1.9420284e+09	1.0365237e-01	-4.6152746e-01
1.9420290e+09	1.0325901e-01	-4.6237651e-01
1.9420296e+09	1.0250150e-01	-4.6349021e-01
1.9420302e+09	1.0224875e-01	-4.6486533e-01
1.9420308e+09	1.0082058e-01	-4.6641895e-01
1.9420314e+09	1.0045687e-01	-4.6746917e-01
1.9420320e+09	9.9968812e-02	-4.6821090e-01
1.9420326e+09	9.9647638e-02	-4.6937206e-01
1.9420332e+09	9.9076948e-02	-4.7030019e-01
1.9420338e+09	9.7690949e-02	-4.7174462e-01
1.9420344e+09	9.8052584e-02	-4.7249478e-01
1.9420350e+09	9.6552549e-02	-4.7393957e-01
1.9420356e+09	9.6156559e-02	-4.7475613e-01
1.9420362e+09	9.5286157e-02	-4.7586208e-01
1.9420368e+09	9.4553373e-02	-4.7674854e-01
1.9420374e+09	9.3916118e-02	-4.7819812e-01
1.9420380e+09	9.3833180e-02	-4.7864739e-01
1.9420386e+09	9.3168680e-02	-4.7998885e-01
1.9420392e+09	9.2325843e-02	-4.8111385e-01
1.9420398e+09	9.1795497e-02	-4.8235992e-01
1.9420404e+09	9.1014133e-02	-4.8363848e-01
1.9420410e+09	9.0310341e-02	-4.8440061e-01
1.9420416e+09	8.9380686e-02	-4.8486727e-01
1.9420422e+09	8.9228368e-02	-4.8622361e-01
1.9420428e+09	8.8168939e-02	-4.8710148e-01
1.9420434e+09	8.7706941e-02	-4.8844055e-01
1.9420440e+09	8.6707149e-02	-4.8920135e-01
1.9420446e+09	8.6606417e-02	-4.8960588e-01
1.9420452e+09	8.5695949e-02	-4.9103080e-01
1.9420458e+09	8.4464954e-02	-4.9224276e-01
1.9420464e+09	8.4921813e-02	-4.9269837e-01
1.9420470e+09	8.3948613e-02	-4.9381247e-01
1.9420476e+09	8.3308864e-02	-4.9473675e-01
1.9420482e+09	8.2317636e-02	-4.9587484e-01
1.9420488e+09	8.1297660e-02	-4.9672563e-01
1.9420494e+09	8.0828407e-02	-4.9770973e-01
1.9420500e+09	7.9853679e-02	-4.9873415e-01
1.9420506e+09	7.9479957e-02	-4.9956072e-01
1.9420512e+09	7.8959371e-02	-5.0040449e-01
1.9420518e+09	7.8368651e-02	-5.0128471e-01
1.9420524e+09	7.7367016e-02	-5.0243276e-01
1.9420530e+09	7.6284903e-02	-5.0306713e-01
1.9420536e+09	7.5461666e-02	-5.0408248e-01
1.9420542e+09	7.4930799e-02	-5.0506781e-01
1.9420548e+09	7.4801103e-02	-5.0599779e-01
1.9420554e+09	7.3484653e-02	-5.0687108e-01
1.9420560e+09	7.3152678e-02	-5.0741792e-01
1.9420566e+09	7.2541854e-02	-5.0855723e-01
1.9420572e+09	7.1945319e-02	-5.0909688e-01
1.9420578e+09	7.1522815e-02	-5.1009491e-01
1.9420584e+09	7.0458233e-02	-5.1143342e-01
1.9420590e+09	6.9245533e-02	-5.1218720e-01
1.9420596e+09	6.8946374e-02	-5.1282433e-01
1.9420602e+09	6.7956215e-02	-5.1337083e-01
1.9420608e+09	6.7925449e-02	-5.1443363e-01
1.9420614e+09	6.7008355e-02	-5.1528989e-01
1.9420620e+09	6.5639461e-02	-5.1616452e-01
1.9420626e+09	6.5480412e-02	-5.1672229e-01
1.9420632e+09	6.4693463e-02	-5.1754779e-01
1.9420638e+09	6.3684818e-02	-5.1827724e-01
1.9420644e+09	6.3052824e-02	-5.1930625e-01
1.9420650e+09	6.2629698e-02	-5.2015903e-01
1.9420656e+09	6.1442540e-02	-5.2106419e-01
1.9420662e+09	6.0595186e-02	-5.2170454e-01
1.9420668e+09	6.0407867e-02	-5.2256449e-01
1.9420674e+09	5.9384344e-02	-5.2320333e-01
